Total_Population,total_households,Median_income,per_capita_income,households_below_poverty_line,black_population,white_population,asian_population,native_population,zcta
3696,1622,64128,36421,417,54,3100,5,292,56241
1864,701,64583,31732,346,5,1778,16,0,56243
1714,614,78611,36287,177,11,1595,8,7,56244
534,216,82000,35926,53,2,467,0,5,56245
811,369,76964,39690,83,6,793,4,0,56248
283,121,68594,53933,13,0,280,0,0,56249
901,375,75750,39491,46,3,854,0,0,56251
1246,506,72841,32871,151,0,1159,1,0,56252
833,372,71071,38835,60,0,806,2,0,56253
381,172,67955,30196,49,0,347,0,0,56255
2358,1107,56728,35875,245,7,2300,30,5,56256
453,186,61000,28719,94,0,441,0,0,56257
15593,6023,65903,34701,2172,761,12546,922,12,56258
898,398,73000,36654,55,0,864,0,6,56260
693,276,80625,38808,61,0,455,3,0,56262
486,192,69063,35397,37,0,443,24,0,56263
2175,861,73359,35478,91,15,1959,2,0,56264
7666,3200,60885,33302,943,142,6645,118,47,56265
1542,590,65000,33369,124,0,1439,0,25,56266
6746,2653,67798,39389,880,167,5556,93,151,56267
1155,425,63977,27866,118,0,556,13,493,56270
1322,512,67321,31302,185,12,1077,10,24,56271
5004,1960,87262,40973,187,22,4788,28,0,56273
247,88,110000,44117,4,0,243,0,4,56274
219,109,58750,38116,25,0,201,12,0,56276
3089,1215,65363,33563,373,2,2781,17,27,56277
2740,1237,61827,36045,180,6,2649,12,0,56278
1129,456,78214,35296,68,7,1058,2,6,56279
499,217,65795,35139,77,0,472,10,5,56280
642,238,99167,39830,45,7,635,0,0,56281
1497,574,73077,32645,194,14,1354,8,0,56282
6410,2606,67766,35004,613,2,5798,13,162,56283
2108,756,67885,29591,269,18,1742,10,2,56284
1145,467,76250,36173,131,0,1050,16,5,56285
100,27,58750,21149,6,46,53,0,0,56287
4728,2016,101389,55530,155,20,4476,22,9,56288
616,270,68125,39051,36,2,612,0,1,56289
433,190,55000,37321,40,0,430,0,0,56291
591,204,70000,29703,45,32,545,0,0,56292
1183,451,63542,33015,86,15,1122,25,0,56293
82,46,78214,63865,2,0,80,0,0,56294
323,139,63750,32940,32,0,293,22,0,56295
1858,868,54329,36511,161,19,1699,0,52,56296
836,335,81875,38396,39,7,788,0,10,56297
35150,12800,66436,31912,7126,6580,24378,1388,15,56301
25299,10745,64278,34923,3380,2565,20474,674,31,56303
16884,6933,55586,29915,2944,3439,10901,808,248,56304
5374,1974,89375,38945,216,5,5164,56,2,56307
26369,11824,70915,43097,2287,101,25049,156,81,56308
1421,570,71250,34030,121,1,1393,11,0,56309
5209,1941,100446,41179,180,0,5115,7,0,56310
692,299,68750,31549,55,0,643,0,1,56311
2240,855,69375,33553,162,0,2118,0,0,56312
45,25,46875,28313,6,0,45,0,0,56313
1371,494,78750,38202,53,0,1316,0,3,56314
1897,720,85893,35755,140,12,1842,3,2,56315
1493,616,69211,39199,187,3,1342,5,1,56316
1076,455,74063,36175,48,0,1059,2,0,56318
1256,561,83836,56368,78,10,1204,0,1,56319
8447,3170,95625,42098,593,4,8078,4,6,56320
1588,0,-666666666,11182,80,78,1385,65,11,56321
601,235,76696,35896,39,1,525,2,9,56323
1072,458,76667,41806,52,2,1017,1,3,56324
195,77,67917,40520,7,0,193,0,0,56325
1820,743,74063,35425,232,1,1792,0,1,56326
806,357,81375,46778,39,4,786,1,0,56327
169,82,98750,43124,5,0,146,1,0,56328
7866,2745,88948,38140,577,29,7499,59,18,56329
1851,652,76731,32310,79,0,1798,9,5,56330
2245,773,93424,43622,81,15,2118,0,1,56331
1639,702,87361,41981,63,6,1552,33,0,56332
5875,2563,68995,39181,598,39,5576,33,22,56334
227,87,81250,30793,11,0,227,0,0,56335
1590,654,85172,43987,109,0,1541,0,0,56336
1583,680,70000,34985,163,4,1478,3,12,56338
1009,398,62083,28683,93,4,941,0,5,56339
2294,908,88176,36776,132,0,2273,0,0,56340
2692,1251,58750,39620,301,3,2445,6,145,56342
845,385,64219,43098,38,0,826,1,2,56343
15121,6333,57639,33448,1912,43,14422,77,7,56345
8109,2862,68919,28416,914,49,6663,91,20,56347
769,312,93750,41252,38,0,739,1,2,56349
391,187,38250,28909,77,2,360,0,1,56350
5912,2458,64231,34648,348,27,5402,13,0,56352
9409,3711,73824,35359,942,57,8817,32,48,56353
1365,565,82788,44400,146,0,1334,2,6,56354
626,217,91563,31285,54,0,625,0,1,56355
267,87,85104,31754,1,0,263,0,0,56356
1164,354,104444,35000,46,5,1144,5,0,56357
3181,1266,72870,31930,351,11,3050,15,8,56358
3549,1343,55575,28112,700,29,2244,3,918,56359
3748,1716,62448,35554,286,19,3668,3,8,56360
2650,963,69556,31142,242,40,2545,0,1,56361
5659,2244,78033,40540,257,66,5333,16,13,56362
247,93,60208,28737,22,0,244,0,0,56363
5736,2087,76274,33049,498,22,5513,16,7,56364
7046,2636,94189,38485,324,41,6740,18,24,56367
4087,1606,90568,39067,228,0,3920,17,1,56368
459,209,70694,28911,80,0,391,0,0,56369
101,35,43750,22850,28,0,96,0,0,56371
3240,1261,81920,38665,336,32,3127,10,2,56373
10049,3391,80386,35594,1552,623,8928,153,0,56374
782,321,91250,41992,22,0,762,2,0,56375
301,128,70833,32174,57,0,300,0,0,56376
20852,8044,78698,40834,1450,314,19067,409,26,56377
8517,3366,73947,34511,1059,46,7853,76,66,56378
17251,6794,69880,37251,1155,257,15769,169,49,56379
2315,995,74650,37217,238,6,2156,50,2,56381
1360,557,72438,35576,91,0,1327,3,5,56382
324,153,60481,30120,12,0,288,0,0,56384
876,395,59844,35414,85,0,854,0,0,56385
654,309,49896,32027,59,0,565,8,28,56386
7703,3479,52762,28205,1932,2597,4585,89,12,56387
77,32,63750,25787,24,0,77,0,0,56389
31347,12797,62275,33237,3744,180,29696,135,274,56401
8626,3611,67195,36180,965,70,8302,29,51,56425
8958,3848,59590,34326,1035,40,8544,10,55,56431
1584,771,54909,34427,158,0,1499,3,21,56433
231,75,53438,26982,12,0,209,0,10,56434
2833,1176,62365,31286,333,43,2550,33,25,56435
1351,472,55417,23753,143,7,1290,0,0,56437
2796,1107,55057,30377,344,39,2546,3,7,56438
1401,535,52050,24179,233,5,1293,13,0,56440
3601,1691,51033,35246,543,25,3301,0,35,56441
2688,1338,80481,53931,191,0,2653,0,0,56442
1375,635,76528,47203,106,0,1348,1,2,56443
3305,1376,70694,40472,233,25,3126,8,3,56444
1604,643,52434,27175,222,2,1432,6,8,56446
846,404,65000,42940,59,0,835,0,0,56447
396,199,70417,43181,37,0,391,0,0,56448
1955,726,78125,33382,144,0,1776,5,7,56449
1021,501,59896,34515,80,0,824,0,138,56450
1832,933,59974,43800,127,20,1692,14,23,56452
818,319,60179,34635,58,4,753,0,6,56453
1588,636,63750,30218,134,6,1434,9,2,56455
356,122,67222,31295,18,0,334,0,11,56458
3351,1343,73259,38277,290,12,2990,5,138,56461
4858,1682,67879,25904,575,7,4607,40,31,56464
2241,953,69292,38842,95,48,2135,0,0,56465
3036,1348,57021,31063,282,14,2778,1,1,56466
2719,1083,73496,36633,168,78,2499,10,53,56467
4522,1918,96591,52698,245,33,4249,6,21,56468
950,479,59250,34128,102,0,860,0,19,56469
10653,4498,65305,38296,1132,56,9920,20,147,56470
8521,3377,78574,38124,469,16,8050,42,22,56472
3264,1304,75893,37061,211,3,3154,5,11,56473
4444,1898,52647,34836,472,5,4030,61,80,56474
1722,679,57734,30185,180,2,1668,0,0,56475
2608,1128,55083,29839,317,2,2457,20,8,56477
4891,1887,56278,27965,759,29,4421,2,21,56479
2375,951,63977,29008,157,0,2109,16,8,56481
7456,3049,54310,28486,1016,46,6928,3,26,56482
3178,1353,65729,37570,476,24,2383,9,547,56484
18085,7502,68413,42333,1715,90,16689,156,322,56501
2275,966,64250,36164,281,12,2148,0,11,56510
1937,801,82330,46087,100,2,1802,9,21,56511
3943,1450,80625,41973,199,10,3740,82,0,56514
2799,1294,72012,44689,104,2,2634,9,9,56515
320,118,64167,38186,22,2,292,0,19,56516
279,100,103750,43884,24,0,275,0,0,56517
402,161,53472,27568,84,0,373,1,0,56518
304,117,60083,28833,34,2,249,1,1,56519
3889,1666,60526,36738,700,9,3707,0,5,56520
795,343,65625,37264,94,0,564,0,139,56521
505,193,77292,33178,10,6,456,0,0,56522
395,157,75625,37890,26,0,372,0,1,56523
706,290,70833,44539,40,2,662,1,0,56524
75,34,91250,35797,0,0,70,4,0,56525
895,335,58558,30263,90,0,884,1,0,56527
1721,740,75000,40243,189,0,1669,3,5,56528
4621,1889,84602,43804,463,235,4041,17,18,56529
1915,784,68056,41888,230,3,1791,4,17,56531
282,105,62981,29545,10,1,269,1,3,56533
1284,514,81111,43600,84,2,1198,5,3,56534
1242,545,48317,32165,175,0,1153,11,0,56535
407,176,74500,39197,52,0,367,9,3,56536
19870,8453,59824,34910,1478,266,18324,180,37,56537
1916,759,77188,33578,184,2,1839,1,5,56540
47,23,97708,44011,2,0,47,0,0,56541
2434,1032,54205,31322,368,18,2243,10,26,56542
231,84,61429,31764,27,0,226,0,0,56543
5683,2157,69063,34153,625,166,4959,14,89,56544
660,260,73000,37216,26,17,588,1,13,56545
233,101,80208,39524,14,0,202,0,14,56546
2868,945,91394,35392,212,6,2588,50,112,56547
754,303,57813,34881,26,23,630,0,17,56548
4839,1753,98616,42321,304,21,4733,13,3,56549
267,120,59583,35951,27,0,249,0,8,56550
2191,954,60000,34681,273,0,2048,6,15,56551
540,217,49766,29618,52,0,444,0,7,56552
197,109,62122,50925,5,0,197,0,0,56553
2698,1095,86607,41851,117,0,2491,28,16,56554
1303,474,61333,25590,230,129,1049,5,26,56556
2863,983,50461,24836,590,14,1316,18,1017,56557
43860,18126,70107,36021,7678,2618,37320,747,606,56560
502,9,-666666666,6359,9,16,486,0,0,56562
1449,0,-666666666,5951,0,81,1280,41,12,56563
121,44,49844,18046,55,25,96,0,0,56565
613,202,36250,17462,259,0,34,0,461,56566
3163,1284,68448,32706,249,0,2980,1,25,56567
138,59,45417,25732,38,0,85,0,0,56568
1275,466,57500,30040,211,3,567,18,411,56569
1162,489,62679,32368,112,10,1060,12,4,56570
1716,792,85200,50802,107,0,1648,18,4,56571
5854,2291,73609,37336,736,218,4851,45,10,56572
6733,2730,64912,37903,696,98,5985,7,10,56573
282,115,91250,43051,22,0,254,0,7,56574
648,279,53603,29603,139,0,288,0,246,56575
860,388,70769,39962,87,0,836,0,8,56576
713,299,89688,43979,39,2,651,0,21,56578
1105,414,84286,37894,54,6,1018,0,13,56579
1253,464,96190,44707,50,0,1143,4,34,56580
262,128,55313,32383,27,15,214,0,6,56581
165,73,63375,35542,4,0,161,0,0,56583
1386,558,66154,37394,101,17,1258,5,54,56584
1063,483,58098,32642,162,4,1010,0,18,56585
1808,801,76080,41055,112,1,1735,0,0,56586
1203,550,76053,46221,79,0,1177,3,2,56587
461,193,61406,36279,6,0,437,0,0,56588
1819,672,63529,28439,240,3,825,7,591,56589
368,161,69375,41658,40,0,346,0,0,56590
683,228,20781,16320,373,0,127,4,425,56591
527,181,56250,29468,57,0,491,8,3,56592
512,206,90250,48477,8,16,422,4,18,56594
34476,13908,65939,34562,4606,540,27936,275,2948,56601
4482,1679,59901,30821,543,15,3521,37,499,56621
2657,1197,64792,39626,351,15,2457,8,24,56623
314,89,37431,16883,181,0,91,2,123,56626
206,129,33958,31958,38,0,197,0,0,56627
1543,618,60865,31416,133,13,1440,10,29,56628
191,79,78194,38249,0,0,191,0,0,56629
2086,836,49125,28979,399,2,1847,0,72,56630
4804,1550,58750,23885,1178,33,1697,60,2310,56633
1835,617,66827,32369,177,0,1627,11,35,56634
4938,1876,63942,30360,704,21,3919,2,645,56636
168,82,72083,35286,12,0,156,0,1,56637
368,198,32500,26926,44,0,326,2,0,56639
406,145,46875,24518,63,2,170,8,130,56641
683,275,54028,31069,104,0,648,4,3,56644
328,143,41750,26181,38,13,301,1,0,56646
833,326,60750,32857,31,0,791,1,2,56647
8892,4171,59415,36701,1110,88,8097,24,120,56649
958,422,73125,34004,161,13,760,0,126,56650
618,219,73036,29468,89,6,515,0,36,56651
406,154,70278,29603,45,0,393,0,2,56652
1243,589,63125,37573,80,0,1206,2,9,56653
63,20,46667,36563,0,0,44,19,0,56654
1446,759,53024,35290,179,7,1200,6,87,56655
194,98,53333,33173,21,0,192,0,0,56657
0,0,-666666666,-666666666,0,0,0,0,0,56658
173,61,101250,48612,18,0,138,0,32,56659
306,136,58333,29535,35,3,286,0,8,56660
976,391,64830,32809,90,0,872,37,18,56661
581,269,62434,40969,61,7,535,11,0,56662
153,85,57721,30690,22,0,113,0,33,56663
1202,191,72768,11163,467,0,9,0,1193,56666
785,291,76250,35973,98,0,748,0,26,56667
213,102,78958,45749,2,0,208,0,0,56668
261,134,54500,35795,21,5,251,0,0,56669
1228,308,41875,14822,549,2,47,0,1152,56670
2960,853,52821,17938,626,10,56,0,2807,56671
1960,882,56310,35801,292,0,1616,13,212,56672
529,195,59673,27424,28,0,497,0,3,56673
1729,761,67813,37427,159,0,1607,0,4,56676
1755,630,65833,31728,137,0,1559,23,58,56678
113,55,49375,36582,9,0,107,0,0,56680
258,106,59375,28409,53,0,175,0,65,56681
607,268,80833,49530,39,3,562,16,17,56683
400,140,82500,34541,56,4,391,1,0,56684
95,50,71250,41319,13,0,92,3,0,56685
1027,390,64531,30172,71,0,954,0,0,56686
113,45,72813,33600,12,0,113,0,0,56688
12898,5731,71781,37664,1199,167,11806,154,159,56701
400,175,64250,37556,25,0,323,0,9,56710
65,37,-666666666,17429,0,0,8,0,57,56711
986,413,87361,40708,26,1,972,0,1,56713
1203,489,66094,33826,135,6,1157,4,4,56714
303,162,56000,36864,43,0,299,0,3,56715
9048,3883,54521,32693,1150,165,7710,246,86,56716
9,9,14107,20844,7,0,9,0,0,56720
10905,4048,86875,35945,1013,439,9257,47,245,56721
357,138,72500,37668,13,3,341,2,0,56722
827,328,107500,45443,53,14,765,0,6,56723
109,47,55417,33565,5,1,106,2,0,56724
971,383,70313,35295,65,8,912,21,4,56725
1521,563,66875,35579,69,10,1404,62,5,56726
879,362,73269,39978,41,1,810,2,8,56727
1135,468,71750,38284,99,12,1029,8,7,56728
127,53,74375,28229,21,0,126,0,0,56729
116,52,-666666666,23674,16,0,116,0,0,56731
1006,436,59079,30298,100,6,973,4,1,56732
368,162,78500,46574,20,10,339,3,2,56733
596,208,56250,36330,142,3,545,0,0,56734
732,299,59886,31892,57,3,673,6,0,56735
650,304,81563,45410,43,0,636,6,0,56736
719,332,58438,37227,56,2,703,1,2,56737
1435,552,68611,33415,93,0,1376,5,15,56738
834,308,80500,33260,115,1,790,0,22,56742
600,241,75139,38388,5,0,539,1,0,56744
608,257,83750,40423,24,17,535,0,4,56748
2306,966,71563,35039,184,15,2165,0,34,56750
5744,2290,77321,36453,550,130,5258,36,40,56751
483,198,86000,39277,25,2,437,2,0,56754
65,34,70000,50346,2,0,64,0,0,56755
655,242,92500,34043,119,1,469,6,29,56756
807,353,78250,38747,55,9,739,0,0,56757
326,151,48750,34104,12,0,325,1,0,56758
367,144,61848,35131,23,1,349,0,0,56759
405,189,96719,44984,27,10,372,0,0,56760
388,160,61875,37495,16,0,374,3,3,56761
2407,990,61250,31608,320,6,2243,13,4,56762
5201,1884,64186,37298,611,2,4589,355,120,56763
1608,677,66793,32619,124,4,1447,10,7,57001
1647,694,86212,44786,25,0,1454,13,8,57002
2136,714,102917,35820,64,14,1996,0,33,57003
3900,1470,72466,34649,141,0,3757,18,28,57004
12169,4538,105618,48063,302,385,11356,13,34,57005
23402,9668,60572,33012,3415,333,20600,963,353,57006
2366,0,-666666666,8038,0,33,2146,57,17,57007
529,280,85313,48494,0,0,506,0,13,57010
1122,486,69762,37474,68,12,1052,0,5,57012
4512,1908,79559,44627,345,0,4304,7,55,57013
1763,647,76576,31605,184,0,1667,4,5,57014
846,294,112813,52978,78,4,820,0,8,57015
704,321,89602,44348,17,0,615,0,80,57016
1481,504,84000,33555,73,11,1346,0,24,57017
1445,533,84306,42487,139,9,1389,0,14,57018
1885,648,114667,54188,12,3,1800,0,8,57020
437,157,73125,38565,21,0,387,48,0,57021
5544,2065,87048,38262,384,0,5375,0,37,57022
473,194,83750,48087,17,0,414,0,12,57024
3063,1160,85985,37150,275,15,2930,4,6,57025
1475,560,75500,33363,193,0,1329,0,18,57026
156,68,118750,44701,19,0,140,0,0,57027
3105,1288,63631,33228,415,36,1869,115,760,57028
2330,839,70938,30165,342,0,2006,27,13,57029
2696,1123,81108,43289,40,9,2471,0,165,57030
766,399,61875,52920,17,0,720,2,4,57031
8960,3305,96517,42813,217,0,8431,114,39,57032
6050,2177,97039,42572,118,28,5635,19,27,57033
761,313,72054,37754,67,0,724,0,0,57034
1345,455,96625,36543,7,0,1236,5,6,57035
640,250,73750,38756,35,0,571,0,1,57036
1008,376,63750,29095,76,0,983,0,9,57037
1577,693,84083,50333,48,0,1519,0,23,57038
3759,1457,73960,32639,340,45,3419,0,12,57039
299,153,87813,42239,5,0,297,0,1,57040
133,47,128750,48837,19,0,133,0,0,57041
8178,3198,70046,37243,890,28,7782,0,134,57042
1537,624,68300,37037,129,0,1476,3,5,57043
1298,466,69167,33230,105,0,1250,25,8,57045
702,335,89542,38373,59,0,682,0,1,57046
293,143,45583,29232,46,0,267,0,0,57047
1299,511,82344,36087,148,0,1281,0,0,57048
7661,3276,88948,57813,716,52,6629,258,117,57049
200,83,114250,44935,42,0,198,0,0,57050
226,124,40833,54339,16,0,215,0,0,57051
343,123,-666666666,37520,10,0,331,0,0,57052
2046,774,90833,36604,86,44,1931,0,20,57053
584,255,85313,48517,12,0,454,8,0,57054
1200,465,101458,50709,0,0,1140,0,0,57055
203,71,54792,25969,35,0,196,4,0,57057
1964,756,74405,33879,185,3,1841,0,51,57058
1242,549,63083,33631,107,0,1166,0,5,57059
174,67,-666666666,24303,8,0,170,0,0,57061
2626,517,59063,16796,94,107,1829,11,428,57062
889,366,90000,38926,23,0,875,0,3,57063
7240,2432,99597,40693,307,141,6680,73,10,57064
386,166,53571,31741,52,3,345,3,3,57065
1294,585,48264,29240,114,8,1251,3,22,57066
255,80,65000,25899,14,2,230,0,17,57067
1666,599,106908,45080,43,9,1577,8,17,57068
12872,4659,52052,29080,2546,255,10990,445,486,57069
1279,558,55417,31792,160,2,1232,0,11,57070
3069,1280,75676,34405,207,4,2964,24,14,57071
529,246,66563,36520,26,0,490,0,2,57072
542,205,67292,32440,67,4,516,1,0,57073
1115,504,102125,99535,39,14,1026,0,35,57075
419,179,101435,47927,0,0,419,0,0,57076
1410,509,89837,34207,37,20,1290,0,13,57077
20266,8431,67326,36995,1588,286,17961,55,574,57078
35785,14101,70668,36130,4290,4239,26484,839,942,57103
26627,12032,54003,30831,3652,2852,19121,397,1576,57104
22754,9662,71013,42221,2037,843,20068,427,325,57105
50299,20518,74484,38965,3496,2339,42264,906,553,57106
10994,4427,76567,36727,1074,797,8895,206,88,57107
31255,12936,93630,54856,2299,694,28511,847,14,57108
21138,8250,85363,45985,1651,1393,16838,946,195,57110
18,0,-666666666,-1,0,0,8,0,0,57117
725,0,-666666666,9735,0,34,644,9,5,57197
26119,11237,65761,36265,2863,169,24073,149,625,57201
2084,797,86339,42224,144,0,2031,0,0,57212
479,176,83125,28508,24,0,397,0,10,57213
176,55,56250,20417,19,0,170,0,0,57214
1584,713,76971,41299,202,0,1527,7,0,57216
237,119,56023,29708,17,0,231,0,0,57217
356,153,76116,37191,26,3,336,0,0,57218
521,236,55833,36642,85,7,448,0,22,57219
878,366,87188,42439,27,0,856,0,1,57220
1020,318,74750,31894,197,2,997,0,0,57221
1317,494,83295,34798,42,2,1269,4,0,57223
168,81,-666666666,65675,21,0,162,0,0,57224
1745,704,51250,35731,125,7,1602,6,3,57225
1820,752,72083,33932,130,1,1739,0,6,57226
511,129,76406,29168,33,0,479,0,32,57227
1733,686,70625,34880,181,0,1699,0,0,57231
540,190,105417,75617,18,0,536,0,0,57232
257,66,-666666666,39991,4,0,257,0,0,57233
1372,511,75387,33482,121,0,1245,8,20,57234
843,312,71786,33678,61,0,788,8,26,57235
120,40,78500,23895,14,0,116,4,0,57236
691,283,81349,42706,16,0,682,0,0,57237
306,152,61136,33465,24,0,306,0,0,57238
387,173,85938,39045,27,0,383,0,0,57239
998,369,71458,30549,20,0,974,0,0,57241
415,131,99375,32496,14,1,414,0,0,57242
569,277,49375,38249,58,0,559,10,0,57243
196,85,52083,27124,21,0,168,0,0,57245
145,75,69250,49101,5,0,145,0,0,57246
175,63,72875,33153,19,0,175,0,0,57247
1083,357,79063,31630,50,9,959,0,8,57248
950,408,69500,38363,99,0,840,4,13,57249
191,43,74750,19793,60,10,131,36,11,57251
4669,1883,67035,40045,417,4,4323,0,6,57252
526,189,62969,26149,32,0,266,2,237,57255
223,85,75515,32265,13,0,218,0,0,57256
574,197,43068,20709,241,0,159,0,404,57257
261,68,51429,28293,127,3,251,0,0,57258
605,237,75189,29658,21,0,600,0,0,57259
1029,390,74500,35757,181,0,875,0,136,57260
296,119,63438,49828,6,0,265,0,16,57261
5389,1779,49125,27498,1229,45,1950,5,3141,57262
477,181,58523,35655,53,0,449,0,21,57263
252,110,52315,30757,9,0,243,0,0,57264
204,72,75000,27866,9,0,191,0,0,57265
571,191,62292,25702,121,3,446,3,94,57266
520,237,80469,36209,21,0,455,0,0,57268
179,75,80750,72283,18,0,178,0,0,57269
758,265,49688,29849,111,0,378,0,136,57270
224,53,54250,20136,37,0,209,0,0,57271
208,62,81250,23218,4,0,206,0,0,57272
1173,419,47344,26411,284,0,631,3,458,57273
2685,1198,61477,35617,341,0,2588,9,44,57274
1018,459,64402,35524,30,0,1011,0,7,57276
972,243,60536,23895,54,11,880,0,0,57278
933,426,69375,38067,56,0,841,0,52,57279
18967,8018,55076,33019,2933,99,17238,179,657,57301
1699,503,93750,35548,53,0,1558,0,0,57311
673,276,85208,47014,87,0,549,0,22,57312
1193,437,71932,37316,300,47,1103,0,15,57313
648,263,66058,37362,52,0,618,0,5,57314
1064,414,63333,30643,292,0,1037,0,13,57315
641,222,55208,24297,138,0,508,3,96,57317
936,353,63450,36859,70,0,881,0,6,57319
342,88,68750,30604,31,5,337,0,0,57321
315,104,55000,41291,37,0,305,0,1,57322
212,99,63750,32764,24,0,204,1,7,57323
396,152,84167,39723,25,0,362,0,0,57324
3199,1150,67500,36209,377,68,2259,0,724,57325
1173,439,82216,33198,59,0,1145,0,22,57328
350,145,64375,34124,27,0,335,0,15,57329
548,178,58542,30745,67,0,507,0,8,57330
237,112,102500,45621,18,0,237,0,0,57331
767,278,66667,34126,22,0,731,0,0,57332
809,287,64844,28932,104,0,743,0,0,57334
227,112,58750,29394,34,0,223,2,0,57335
61,34,65500,59725,2,0,49,0,0,57337
1341,328,26429,11412,583,0,106,0,1216,57339
186,80,88333,39458,8,0,184,0,0,57340
146,48,56250,20894,27,0,146,0,0,57341
298,134,63167,35556,21,0,282,0,0,57342
103,60,42273,103567,5,0,103,0,0,57344
1094,453,71397,35360,63,0,1011,0,0,57345
43,29,53125,35833,0,20,7,0,16,57346
891,315,74597,30736,50,4,843,0,1,57348
1498,611,53125,29196,192,8,1425,9,24,57349
15899,6186,61444,31081,1577,108,11122,1708,222,57350
806,301,69141,43009,25,0,749,2,46,57353
15,12,-666666666,14927,8,0,15,0,0,57354
1323,498,61000,27570,221,1,1271,0,13,57355
2195,606,50476,20215,759,5,839,1,1025,57356
9,4,83750,45600,0,0,9,0,0,57358
612,232,90000,41601,34,0,557,0,0,57359
191,60,19808,11482,142,0,4,0,187,57361
1935,904,66500,40187,148,0,1913,7,5,57362
905,350,59333,31986,36,0,874,0,13,57363
4,4,-666666666,-1,0,0,4,0,0,57364
522,253,68750,39237,16,0,487,0,19,57365
2728,1089,73625,37752,189,0,2618,0,20,57366
289,108,92500,41211,17,3,208,2,50,57367
1074,411,79821,39147,30,24,978,6,24,57368
2671,1050,62049,31143,641,0,2599,5,14,57369
739,267,65938,29724,68,0,542,0,164,57370
191,87,76354,40493,16,0,191,0,0,57371
383,188,39643,38712,34,4,376,0,2,57373
290,121,72750,40126,2,0,285,0,1,57374
632,264,65577,48084,39,0,565,0,38,57375
865,434,55000,37012,56,0,837,0,3,57376
73,32,90000,44341,0,0,70,0,3,57379
3410,950,62583,26911,522,4,1653,17,1403,57380
426,206,73452,42361,58,0,420,0,1,57381
1141,547,57625,49039,78,0,1096,0,6,57382
817,345,70078,36642,52,9,805,0,0,57383
1156,427,61595,31142,66,1,1146,0,0,57384
1335,575,51950,33074,135,0,1287,0,0,57385
342,166,72414,39637,21,0,334,0,0,57386
32217,13565,67348,37075,3675,906,27182,1315,1222,57401
186,65,45417,16065,72,0,186,0,0,57420
54,10,-666666666,22704,0,0,54,0,0,57421
157,80,52000,30670,4,0,151,0,0,57422
306,114,70500,32590,14,0,303,0,0,57424
48,18,74250,31138,0,0,46,0,0,57426
438,185,96488,66416,0,0,438,0,0,57427
498,198,57273,36184,23,12,438,0,0,57428
71,47,63750,51011,0,0,71,0,0,57429
1900,813,74917,39806,165,5,1753,0,59,57430
239,113,102321,50411,7,0,239,0,0,57432
355,172,74167,44072,2,0,354,0,1,57433
485,203,76458,84725,47,0,485,0,0,57434
282,125,-666666666,38876,63,0,277,0,3,57435
483,219,72946,34500,87,0,451,0,2,57436
1338,597,43750,42294,189,42,1255,7,2,57437
1034,374,70469,28295,198,0,994,0,4,57438
22,22,-666666666,-1,0,0,22,0,0,57439
506,139,54375,37218,84,0,505,0,0,57440
607,252,77083,38136,78,0,585,7,10,57441
2129,826,65625,32392,348,39,1723,21,216,57442
1910,774,81964,40037,78,0,1849,0,0,57445
628,236,61786,22560,50,0,599,22,0,57446
446,208,63000,34537,46,0,436,0,0,57448
333,122,-666666666,51513,0,31,302,0,0,57449
567,214,81833,32261,23,0,566,0,0,57450
2543,900,85238,39660,132,2,2461,3,55,57451
243,112,52222,29912,28,0,240,0,0,57452
726,258,69000,34174,5,1,693,0,0,57454
131,54,80833,41664,1,0,131,0,0,57455
674,235,71964,36090,24,0,668,0,2,57456
88,42,-666666666,58258,1,0,88,0,0,57457
321,119,114583,60046,0,0,321,0,0,57460
304,124,78750,39972,38,0,277,0,6,57461
405,136,140000,48070,0,0,400,0,0,57465
190,81,46691,27883,52,0,190,0,0,57466
386,112,63750,26198,30,0,237,0,0,57467
277,126,60000,29120,39,0,270,0,2,57468
3109,1299,60272,37039,232,70,2906,0,16,57469
117,35,63750,20731,55,0,114,0,0,57470
505,224,60833,37821,78,0,460,1,10,57471
1077,400,58056,28226,66,14,948,0,36,57472
288,74,24286,24405,149,0,288,0,0,57473
234,85,93036,37734,4,0,227,0,0,57474
119,56,70833,64821,0,0,119,0,0,57475
427,174,63750,33651,88,0,427,0,0,57476
128,44,80833,40661,4,1,127,0,0,57477
599,231,92361,57713,3,0,578,0,2,57479
375,150,71250,38793,16,0,361,0,2,57481
17380,7213,84055,37946,1646,7,14255,88,1993,57501
145,89,52083,37479,19,0,134,0,0,57520
201,59,25893,9491,70,0,127,0,69,57521
496,215,74063,42148,18,72,408,0,1,57522
968,405,44861,30099,154,0,826,0,79,57523
1014,401,57227,30267,210,0,819,11,134,57528
271,93,49792,26218,0,0,271,0,0,57529
93,36,53750,35683,9,0,93,0,0,57531
2937,1213,85670,46374,113,9,2703,0,131,57532
1697,675,49338,31099,156,36,1553,0,23,57533
148,72,41667,31484,0,0,148,0,0,57534
313,123,72250,41966,12,1,254,0,56,57536
130,34,69079,29687,0,0,130,0,0,57537
258,98,44167,60097,14,0,236,0,22,57538
162,48,-666666666,40667,22,0,157,0,5,57540
194,56,87969,37448,15,0,137,0,51,57541
837,279,23625,16800,354,0,388,9,391,57543
451,176,71389,39865,30,0,390,0,55,57544
