Total_Population,total_households,Median_income,per_capita_income,households_below_poverty_line,black_population,white_population,asian_population,native_population,zcta
4894,2032,73600,46373,679,88,3956,63,12,12446
142,85,-666666666,85351,12,0,142,0,0,12448
3193,1175,82112,38948,214,224,2337,41,11,12449
221,96,-666666666,73426,39,0,221,0,0,12450
1044,399,51193,27616,122,0,1003,41,0,12451
27,14,-666666666,54796,0,0,27,0,0,12452
240,100,-666666666,33281,0,0,227,0,0,12453
456,152,79500,40676,0,0,408,20,0,12454
1810,780,74274,36102,146,20,1525,11,0,12455
728,258,89732,35736,26,0,714,0,0,12456
1283,571,70911,50402,96,31,1160,0,0,12457
3501,948,58576,22572,359,787,1970,0,24,12458
68,35,103125,75349,0,0,68,0,0,12459
215,108,-666666666,53209,65,0,215,0,0,12460
1371,634,93081,70460,273,0,1168,29,0,12461
1341,642,-666666666,44221,398,0,1297,0,0,12463
1093,572,57250,38272,349,17,809,66,0,12464
384,195,80069,51399,55,0,236,144,0,12465
2070,842,66667,50103,341,135,1445,0,0,12466
1325,550,59722,43589,259,13,1231,13,2,12468
803,367,96250,46669,15,29,767,0,0,12469
778,234,79063,34533,19,0,778,0,0,12470
268,268,2499,23014,203,0,268,0,0,12471
1177,603,63795,47187,134,31,1002,24,0,12472
663,227,94353,41951,61,0,663,0,0,12473
856,428,51310,42225,72,4,785,0,0,12474
460,212,73882,35831,149,0,371,12,0,12475
18557,8078,71094,47425,1295,282,16018,98,67,12477
324,156,-666666666,66131,34,0,260,10,0,12480
1493,589,76616,45120,146,0,1365,65,0,12481
550,166,107941,33919,31,0,541,0,0,12482
71,41,2499,29927,21,0,66,0,0,12483
3373,1433,87321,54124,346,249,2587,237,0,12484
904,287,60885,39967,147,11,866,0,0,12485
1760,643,86556,40568,125,132,1072,26,0,12486
3935,1422,82500,42102,569,422,3125,7,0,12487
154,92,26852,14822,46,0,154,0,0,12489
0,0,-666666666,-666666666,0,0,0,0,0,12490
2059,832,79861,44734,347,0,1614,0,5,12491
181,84,123333,79762,10,0,175,0,3,12492
324,76,-666666666,35181,131,22,241,0,0,12493
865,374,135693,51261,0,41,737,0,0,12494
87,80,58571,44163,0,0,87,0,0,12495
1311,503,82917,60338,50,42,1094,65,0,12496
4580,2415,68438,66165,670,55,3934,149,0,12498
2170,924,75221,50393,246,13,1527,98,0,12501
1147,400,80278,49792,123,7,1012,17,0,12502
787,274,97000,50234,60,14,560,6,0,12503
1152,0,-666666666,4471,0,125,695,174,12,12504
238,79,107880,34530,6,5,203,4,0,12507
19152,7855,87618,45115,1527,3197,12827,278,66,12508
184,86,93958,53755,0,0,176,0,0,12512
154,94,-666666666,41534,0,0,154,0,0,12513
2980,1266,120800,72116,181,41,2768,21,0,12514
1567,536,-666666666,38892,44,68,1171,0,0,12515
1859,729,126164,65812,159,27,1721,18,0,12516
384,175,95250,50156,56,0,304,0,0,12517
5861,2300,101117,47964,273,218,4683,240,0,12518
3088,1226,118333,59578,95,74,2768,70,0,12520
1607,722,86500,59751,80,26,1296,8,0,12521
4775,1829,72215,36983,624,25,4254,155,0,12522
1986,839,58188,41290,276,18,1893,12,0,12523
15609,6617,90654,49546,723,1039,12208,552,67,12524
1739,651,98281,57198,98,19,1231,0,0,12525
3519,1518,88938,50167,285,108,3222,35,0,12526
16,9,-666666666,-1,0,7,9,0,0,12527
13358,5502,84754,47705,784,604,10461,946,0,12528
2296,1075,81172,71420,202,13,2141,0,4,12529
283,44,-666666666,14829,0,0,283,0,0,12530
2590,971,134676,68574,75,88,2284,19,0,12531
26249,8558,131167,57087,1154,1105,19693,1373,80,12533
17792,7524,72331,42513,2570,1428,13323,1143,87,12534
14066,5525,83288,43125,1464,894,11582,395,12,12538
9297,3075,112637,50915,539,436,7474,207,0,12540
5490,2292,110047,59455,262,98,4948,35,15,12542
3135,1336,90111,44685,221,311,2144,0,2,12543
33,15,-666666666,-1,0,0,33,0,0,12544
4521,2159,87083,79035,508,142,4066,101,10,12545
2700,1181,79157,52698,346,153,2082,44,99,12546
3277,1323,98375,51651,535,290,2419,23,0,12547
1074,383,80521,40925,75,0,942,0,0,12548
10635,3648,112850,43510,794,1185,7937,42,10,12549
55404,20141,73148,35557,8852,12268,25274,1119,250,12550
27409,10121,96088,45873,1747,4609,16994,1150,128,12553
18136,6351,85539,41765,3469,1227,14190,515,91,12561
7691,2248,95088,37887,1162,748,5994,135,0,12563
7700,2826,113026,56381,344,480,6028,111,0,12564
1559,559,60848,28904,193,199,1295,2,0,12565
12407,4238,99679,43474,958,513,10295,72,0,12566
2347,1032,93571,66897,234,12,2079,17,0,12567
9603,3879,105037,50879,427,251,8209,106,0,12569
6923,2295,118552,53748,402,497,5445,314,0,12570
9235,3688,112414,59516,654,410,8038,149,4,12571
9287,4258,96163,68585,773,214,8228,157,0,12572
293,153,-666666666,79787,0,0,293,0,0,12574
1584,467,142104,44973,135,35,1356,0,0,12575
1552,542,146731,54002,97,56,1283,0,0,12577
2125,864,97386,58815,185,30,1860,22,0,12578
4556,1730,110500,63626,260,170,3961,133,0,12580
2041,866,86184,53449,322,1,1547,46,135,12581
6168,1556,128720,38132,147,1218,4009,107,5,12582
1832,734,79583,42158,349,9,1714,32,0,12583
842,393,91058,58036,214,9,682,65,8,12585
12802,4627,83125,35902,1653,1259,9031,114,50,12586
19584,5291,112862,32789,4878,1726,13479,342,0,12589
36816,14527,102212,48513,2059,3493,26856,1616,61,12590
1429,450,67857,40856,348,93,1176,8,0,12592
4117,1684,92798,44196,636,448,3184,12,0,12594
43623,16935,59652,39272,6413,11964,22740,1175,109,12601
42215,16848,100761,49317,3001,4727,30196,2334,236,12603
1978,52,-666666666,4290,150,138,1303,301,0,12604
12448,4726,52244,30566,2314,1861,7192,624,131,12701
1132,553,73232,50082,117,42,948,14,14,12719
274,48,250001,47806,0,0,274,0,0,12720
7872,2402,86026,33994,1264,262,6302,99,67,12721
0,0,-666666666,-666666666,0,0,0,0,0,12722
1776,809,77417,49405,235,236,1377,11,7,12723
78,40,-666666666,77853,6,0,63,0,0,12724
323,81,86607,26985,132,0,250,9,0,12725
1357,595,70798,35938,294,8,1285,2,0,12726
1382,580,65385,38413,109,239,1059,54,0,12729
830,462,45909,46381,43,0,721,3,0,12732
1996,97,32679,4025,534,586,959,3,0,12733
1016,403,51766,25982,239,2,771,0,10,12734
122,78,41048,39354,16,0,106,0,0,12736
1625,569,99219,41490,174,0,1464,7,0,12737
359,104,68854,29423,10,0,244,0,0,12738
1695,726,83571,47006,157,72,1420,6,0,12740
168,99,43281,28735,35,18,117,0,0,12741
194,88,103611,64707,26,1,141,0,0,12742
310,142,-666666666,220525,3,2,285,0,0,12743
5,5,-666666666,-1,0,0,5,0,0,12745
600,244,69500,41023,38,0,510,28,0,12746
2026,786,55588,42517,238,223,1530,92,0,12747
1751,778,78351,45578,274,53,1513,13,0,12748
539,143,-666666666,33295,68,0,539,0,0,12749
36,28,38529,38439,0,0,36,0,0,12750
1151,393,50972,22022,538,196,833,0,0,12751
302,167,-666666666,46276,17,19,259,0,0,12752
7800,2634,50081,23906,1070,737,4919,111,191,12754
3857,1964,58750,44854,422,34,3422,93,0,12758
2145,608,44598,18019,619,688,1144,5,46,12759
425,206,85300,48878,0,0,405,20,0,12760
350,123,-666666666,23037,34,0,325,0,0,12762
470,305,-666666666,39499,18,23,404,0,0,12763
1713,835,56828,46440,174,90,1512,32,0,12764
891,378,89500,43276,46,0,891,0,0,12765
658,293,72625,53361,36,0,623,19,0,12766
225,74,53611,21593,0,0,225,0,0,12767
866,326,47552,30831,196,26,604,0,0,12768
363,170,-666666666,41698,58,40,220,36,0,12769
180,86,94286,63774,4,0,178,0,0,12770
14454,5484,59141,30034,2530,1010,10403,524,516,12771
2474,943,109010,84485,111,167,1950,25,4,12775
2072,760,71905,37891,145,16,1901,6,0,12776
846,346,151667,83699,47,20,748,26,3,12777
402,205,63472,35269,152,0,391,0,0,12778
2304,849,-666666666,33194,540,412,944,0,85,12779
2268,997,57466,40425,135,149,1772,17,0,12780
202,86,61250,29991,0,0,202,0,0,12781
1409,639,78125,39058,266,109,1226,0,0,12783
0,0,-666666666,-666666666,0,0,0,0,0,12784
1041,330,130127,36199,11,119,577,27,0,12785
568,274,78750,54612,12,19,434,0,0,12786
97,66,55093,33770,12,0,85,0,0,12787
2841,845,72875,34162,229,526,1894,49,16,12788
2336,932,71813,37727,94,114,1579,126,0,12789
4226,1789,77216,44720,337,43,3608,199,3,12790
690,230,80336,27835,42,0,607,0,0,12791
167,85,95250,76143,0,0,167,0,0,12792
14754,6680,64665,36024,1678,475,13422,52,4,12801
8828,3764,84074,42922,1036,49,8350,30,57,12803
27805,12266,87589,50330,1996,225,25970,166,31,12804
201,108,127885,64033,5,0,194,5,0,12808
3612,1430,63750,32674,304,10,3448,10,4,12809
537,215,68393,35289,84,5,501,0,0,12810
225,84,49531,23276,12,0,224,0,0,12811
349,54,183047,78139,0,0,349,0,0,12812
1135,635,97321,56423,82,7,1128,0,0,12814
1099,552,65962,41952,106,0,1095,0,0,12815
4626,2009,70260,39027,458,61,4377,46,8,12816
1951,921,72813,41474,130,0,1883,31,0,12817
286,111,59766,32625,11,0,266,0,0,12819
102,32,-666666666,36093,0,0,102,0,0,12820
2378,122,29732,3067,79,1146,939,35,5,12821
6200,2396,75000,34616,697,12,6040,0,4,12822
502,166,112317,47435,0,0,480,9,0,12823
1088,482,103929,65932,24,14,1049,0,0,12824
3673,1463,80705,36640,158,26,3449,8,7,12827
9590,3875,71339,40178,1011,42,9164,26,99,12828
18318,6968,97990,45499,716,86,17385,211,8,12831
6486,2697,64256,34864,695,112,6187,7,6,12832
5233,2137,99006,66449,488,28,4841,101,0,12833
6261,2497,85050,41037,498,35,5867,84,1,12834
2545,1204,68690,49245,251,9,2401,0,3,12835
461,266,84722,62851,58,0,441,0,3,12836
879,337,74327,35849,166,0,847,0,0,12837
721,301,65688,35321,71,0,693,0,0,12838
13764,6123,62035,33936,2069,42,12902,55,28,12839
95,67,58850,60395,8,0,95,0,0,12841
705,316,-666666666,40533,25,2,650,1,0,12842
678,284,64655,36724,32,10,663,0,0,12843
293,114,173077,78521,8,6,279,0,0,12844
4573,1994,90625,43917,230,55,4313,27,6,12845
3004,1622,61875,44185,280,14,2960,0,3,12846
687,236,70000,40945,103,15,597,15,3,12847
425,159,-666666666,26355,107,0,424,0,0,12849
2729,1041,95434,41781,209,62,2632,0,0,12850
319,132,90208,44065,23,3,295,0,8,12851
365,178,65833,44151,27,6,334,9,1,12852
1379,578,51824,33176,152,11,1271,74,0,12853
98,36,-666666666,31519,0,0,98,0,0,12854
207,105,59659,33798,20,0,201,0,0,12855
313,177,56141,38476,0,0,313,0,0,12856
738,326,64519,34684,74,0,721,4,1,12857
146,75,95625,67245,0,0,139,0,0,12858
1855,682,101369,38688,170,39,1728,0,0,12859
364,150,59375,39315,52,3,304,5,0,12860
556,218,89000,37385,64,0,526,5,0,12861
266,139,-666666666,60025,9,0,222,0,0,12862
883,312,87778,30835,73,0,883,0,0,12863
9,3,-666666666,-1,0,0,9,0,0,12864
3448,1364,65500,33375,553,99,3180,0,17,12865
38813,17410,96678,57380,3093,1117,34504,989,9,12866
1690,749,62639,39828,191,6,1634,0,0,12870
4197,1694,77813,39791,263,109,3909,7,0,12871
103,53,-666666666,-1,0,0,103,0,0,12872
875,355,95197,49925,79,6,806,0,0,12873
155,87,-666666666,53092,21,0,150,0,0,12874
767,271,67344,26412,49,25,707,9,0,12878
4797,2042,65200,36483,679,0,4700,0,0,12883
591,241,45750,29899,101,3,525,0,0,12884
4411,2073,56027,33453,596,48,4089,107,0,12885
231,103,117739,44598,13,14,190,0,0,12886
4720,1625,61094,28287,710,11,4194,5,3,12887
32431,14030,57811,34868,4729,1060,28885,880,155,12901
1705,841,76027,43496,73,5,1583,58,9,12903
1886,607,58304,22691,270,159,1611,22,0,12910
0,0,-666666666,-666666666,0,0,0,0,0,12911
1809,717,70938,38777,121,0,1765,4,1,12912
1077,434,68182,35858,120,0,1040,0,0,12913
876,351,47083,24356,182,0,832,0,21,12914
58,34,-666666666,35628,0,0,57,0,0,12915
2375,992,52339,27636,518,0,2284,2,0,12916
1232,455,68185,27467,201,8,1115,1,65,12917
2607,1112,87045,46406,19,0,2291,0,0,12918
2716,1098,73929,35270,146,24,2590,6,0,12919
2429,1024,67885,36742,415,27,2214,10,37,12920
2870,963,92634,34533,273,41,2647,4,0,12921
37,17,84375,40081,0,0,36,0,1,12922
506,227,52250,26234,87,0,495,0,0,12923
325,80,55918,16320,2,0,323,0,0,12924
2325,1006,59375,29410,357,13,2224,0,49,12926
295,158,60000,44609,15,0,292,0,0,12927
1869,795,71571,35501,123,4,1816,0,5,12928
3433,395,65125,9175,128,1332,1640,9,14,12929
843,298,64615,35191,84,0,721,3,8,12930
1090,537,57813,38909,94,38,995,0,0,12932
27,14,-666666666,15200,0,0,27,0,0,12933
1197,476,70278,30595,140,62,1116,0,0,12934
1406,638,61538,38174,248,5,1342,0,0,12935
671,310,71154,39021,70,0,649,0,0,12936
1464,583,50288,24749,249,0,1228,3,166,12937
141,78,-666666666,50248,11,0,139,0,0,12939
1692,704,78125,40386,141,26,1589,2,3,12941
516,278,113750,65078,16,0,504,7,0,12942
300,122,51579,35378,51,0,285,8,0,12943
3887,1613,63977,35363,606,15,3736,12,26,12944
528,212,71250,34061,26,0,528,0,0,12945
4774,2225,76023,51446,430,37,4481,25,0,12946
668,299,75438,32601,9,26,613,0,6,12950
265,104,40750,21924,36,3,194,0,0,12952
13323,4620,59191,26888,2008,1286,10993,16,71,12953
345,183,60417,39011,79,0,339,0,0,12955
1248,490,56824,26920,158,57,1142,0,11,12956
1647,776,48469,24860,359,0,1636,0,1,12957
1829,733,64271,31205,171,0,1829,0,0,12958
1618,772,54500,35894,314,0,1608,0,0,12959
900,427,58162,27914,13,5,875,0,16,12960
97,86,-666666666,20428,0,0,21,0,0,12961
5051,2178,63634,33108,546,12,4991,36,0,12962
96,34,91250,48779,25,0,85,9,0,12964
272,131,44688,29609,44,0,258,11,0,12965
3152,1217,70583,30474,550,0,3044,14,2,12966
1226,487,64688,28405,156,1,1181,4,0,12967
219,119,57188,36164,37,0,214,0,3,12969
937,151,81875,25460,15,19,845,52,8,12970
7049,2813,116563,46309,450,126,6399,78,0,12972
169,67,55313,25985,42,0,165,4,0,12973
2054,929,53827,32728,341,8,1925,0,4,12974
210,125,67386,50627,12,6,182,6,0,12975
175,99,68672,50907,8,0,170,0,0,12976
1324,5,-666666666,3026,0,660,520,1,14,12977
256,81,92355,32964,0,0,256,0,0,12978
2534,1195,45375,29681,471,6,2396,33,4,12979
1118,523,59438,32178,167,0,1022,0,2,12980
2397,897,74830,31771,495,0,2360,0,14,12981
7336,3458,61237,41092,976,203,6876,29,41,12983
915,374,75588,33138,161,0,912,0,0,12985
5356,2356,60333,34967,842,151,5052,3,11,12986
152,73,109688,54745,6,0,150,0,0,12987
970,459,84226,42258,142,0,900,9,0,12989
3774,1621,82175,40224,427,0,3679,14,0,12992
1634,740,63636,45137,167,10,1571,11,1,12993
1983,818,64712,40637,171,21,1816,0,1,12996
1217,558,69758,49151,49,2,1190,0,7,12997
294,105,38125,15375,28,0,282,0,11,12998
107,37,65938,25304,5,0,103,0,0,13020
37640,16676,56649,37438,5453,1221,33487,394,68,13021
1380,0,-666666666,474,0,885,379,0,5,13024
1737,565,91652,33961,67,23,1605,5,7,13026
35432,14585,88706,45114,2435,551,32343,508,201,13027
809,309,87356,32991,14,0,746,0,0,13028
7878,3006,91650,41451,1074,0,7352,10,43,13029
4008,1537,75972,38406,307,38,3603,85,0,13030
15741,6840,87663,45656,1029,107,14719,257,3,13031
12902,4957,71417,33001,1001,269,11586,34,150,13032
3661,1290,75300,34664,386,0,3487,22,6,13033
2022,796,92500,51187,156,9,1867,16,1,13034
8476,3034,102386,50419,385,183,7941,82,2,13035
9020,3658,79681,42878,1003,11,8760,3,6,13036
9669,3629,75777,40737,869,23,8990,24,33,13037
17033,6727,104541,47330,935,171,15936,441,24,13039
2620,1048,61458,30352,283,0,2542,0,8,13040
11902,4473,109119,45782,229,382,10282,310,4,13041
2012,852,97500,42831,133,0,1950,2,0,13042
3026,1172,66379,38644,373,0,2686,0,1,13044
28157,10988,63762,30238,3891,856,25203,392,30,13045
37,37,-666666666,-1,0,0,37,0,0,13051
1763,638,74219,31014,191,0,1737,0,1,13052
4717,1840,81429,38007,801,81,4137,183,0,13053
1218,420,95500,34727,63,0,1215,0,3,13054
14329,6420,72302,40449,1081,369,12904,341,41,13057
2731,1156,56284,30783,568,0,2407,50,0,13060
627,287,78583,47759,64,40,583,0,0,13061
212,111,-666666666,87987,13,0,212,0,0,13062
1696,880,75238,63935,63,0,1606,50,7,13063
222,97,-666666666,33421,49,0,222,0,0,13065
12752,5417,115625,65803,682,275,11400,406,3,13066
4778,2059,78125,42567,433,0,4569,51,9,13068
23378,9862,59318,31747,4439,119,22216,54,8,13069
864,311,69125,33322,90,0,788,36,3,13071
838,342,59583,29134,101,12,812,0,4,13072
6514,2732,67074,33516,607,119,5871,34,10,13073
4453,1752,73804,30511,775,5,4098,37,81,13074
2416,938,76250,41155,427,0,2247,30,4,13076
6646,2947,70016,39252,277,0,6306,210,1,13077
10867,3784,115699,53723,451,528,8453,1064,27,13078
3519,1419,74479,39793,352,0,3318,6,33,13080
1114,483,98125,51609,63,3,1019,14,0,13081
3750,1514,76754,36016,200,21,3601,8,0,13082
1989,860,75167,36859,362,12,1885,34,0,13083
3801,1596,84900,44999,131,126,3299,0,25,13084
161,68,113750,57911,11,0,139,0,0,13087
21914,10472,70180,40653,1824,733,18666,870,102,13088
29344,11996,85313,40951,3112,1771,23624,838,30,13090
2726,1025,62014,30340,672,45,2387,46,6,13092
2410,945,60197,26112,238,0,2263,0,0,13101
52,29,-666666666,42929,0,0,52,0,0,13102
226,123,50729,24754,39,0,181,1,0,13103
16753,6436,118295,60701,871,315,14337,1465,15,13104
6284,2712,87632,46081,341,51,6096,22,0,13108
2389,907,92188,44987,94,0,2143,0,0,13110
1790,595,49250,21577,475,0,1506,12,0,13111
1728,598,77857,34549,158,0,1666,0,0,13112
52,26,36875,30038,5,0,49,0,1,13113
7397,3013,71161,35110,944,14,7074,19,2,13114
225,91,67679,33289,53,2,205,0,0,13115
3652,1445,82232,38245,155,0,3171,66,0,13116
279,108,41389,19689,33,1,267,0,0,13117
5811,2113,66202,31251,551,355,5133,9,4,13118
0,0,-666666666,-666666666,0,0,0,0,0,13119
2218,897,58287,32490,269,95,1548,39,472,13120
0,0,-666666666,-666666666,0,0,0,0,0,13121
982,468,59483,39004,29,9,899,0,0,13122
32,32,-666666666,-1,0,0,32,0,0,13123
102,46,102500,42633,2,0,99,0,0,13124
36278,13759,60475,31917,6050,859,32810,654,24,13126
3115,1297,63398,34688,324,29,2864,34,1,13131
3495,1636,71146,40147,513,28,3284,9,0,13132
132,25,-666666666,58027,0,0,48,0,0,13134
6296,2349,77817,35640,993,127,5702,77,13,13135
329,135,39779,27528,81,0,329,0,0,13136
139,52,-666666666,21160,4,4,135,0,0,13138
4335,1690,58750,32904,580,21,4157,0,0,13140
655,269,76875,37263,11,0,619,0,0,13141
6044,2442,86554,41697,860,7,5708,0,2,13142
2354,847,70368,32740,266,38,2120,16,0,13143
1323,462,47857,25730,338,23,1253,0,0,13144
1595,708,44554,26264,403,0,1560,0,3,13145
2176,752,59545,24591,233,2,2028,10,0,13146
929,359,71083,30779,120,44,845,0,0,13147
10854,4908,56365,35992,1694,241,10018,155,34,13148
7700,3270,100938,71112,436,15,7456,30,14,13152
337,112,137586,34956,0,0,337,0,0,13153
34,11,-666666666,47406,0,0,34,0,0,13154
567,223,63229,31319,46,0,548,0,7,13155
2169,982,59521,33732,140,10,2022,0,1,13156
535,301,43029,32670,62,0,498,5,6,13157
1352,525,81648,40091,85,135,1163,2,0,13158
5243,2036,91458,47617,388,22,4919,16,3,13159
2262,798,91058,36883,185,33,2119,5,0,13160
409,206,82717,37082,42,0,409,0,0,13162
332,104,73750,26638,21,30,285,0,0,13163
2720,914,83571,36375,179,26,2508,0,38,13164
9511,4108,64668,34097,1033,155,8596,45,29,13165
5758,2420,74014,37590,798,20,5513,0,7,13166
2982,1222,71176,34707,586,0,2885,21,0,13167
7331,3292,26271,25562,3481,3302,2626,383,74,13202
16884,7813,42451,31751,4430,4042,9518,1298,221,13203
19550,8512,40330,25369,7290,5811,9945,183,234,13204
18069,7223,37510,23906,4851,8284,6617,699,198,13205
16713,7850,55806,33393,2748,2626,11866,499,187,13206
12784,5391,56730,30312,3236,4871,6139,177,109,13207
23094,9046,41751,23582,7174,6264,11511,3111,11,13208
13171,5933,62134,35254,1341,603,11624,127,35,13209
19144,7723,38472,24378,5316,3975,11497,1819,82,13210
5968,2389,69419,30953,578,131,4708,403,14,13211
20638,8924,70748,37411,2490,348,19156,199,7,13212
8899,3097,87095,41384,647,1498,5933,419,31,13214
14317,5549,101754,51724,386,869,12423,166,15,13215
15557,6309,82083,41522,896,490,14042,170,39,13219
8881,3632,78030,42611,1163,2874,4351,513,32,13224
8384,5,-666666666,5088,5,662,5336,1840,59,13244
0,0,-666666666,-666666666,0,0,0,0,0,13290
156,64,111250,42646,11,0,156,0,0,13301
1377,591,52056,26877,276,0,1337,0,4,13302
1295,534,82500,37779,215,3,1267,0,6,13303
1919,753,94464,47408,190,11,1888,16,0,13304
201,91,73304,34711,0,0,188,0,0,13305
4429,1684,82174,33473,467,0,4116,58,0,13308
5805,2622,69387,38833,573,64,5563,18,1,13309
837,280,98646,35757,6,0,837,0,0,13310
308,159,68984,37319,38,0,308,0,0,13312
597,235,34476,26032,129,3,576,0,0,13313
153,32,39167,12035,105,0,153,0,0,13314
1404,529,71250,35908,165,4,1359,24,0,13315
5912,2691,53843,30808,820,31,5717,6,7,13316
4002,1266,64056,26160,393,31,3756,26,33,13317
1056,383,83438,34917,92,70,970,0,0,13318
550,311,53466,30377,0,0,550,0,0,13319
2085,708,76136,34165,324,0,2037,0,0,13320
803,458,55234,38147,31,0,789,14,0,13321
1073,392,86731,37978,43,0,1044,0,0,13322
11151,4376,80438,39619,852,77,10379,223,76,13323
1653,734,74250,44969,158,10,1552,0,46,13324
929,403,69609,36321,60,0,907,0,0,13325
4698,1877,77198,47743,295,101,4163,152,0,13326
2230,810,73333,30244,264,0,2228,0,0,13327
1451,616,105882,47574,45,11,1246,24,0,13328
3555,1468,55388,27488,484,3,3391,15,0,13329
69,42,62222,42093,0,0,69,0,0,13331
2878,880,70202,27531,395,66,2667,15,0,13332
57,34,55909,35816,7,0,52,0,0,13333
943,433,54107,30102,146,27,895,0,0,13334
1355,482,51977,24486,266,15,1229,12,0,13335
653,321,105950,82213,18,31,592,15,0,13337
1242,592,51000,34323,140,6,1212,0,11,13338
6084,2082,56269,26738,842,108,5733,0,25,13339
7479,3159,66775,37685,719,157,6936,30,0,13340
275,81,63750,22641,12,0,224,0,0,13342
1625,678,68056,32236,167,0,1587,2,1,13343
175,79,52750,32817,14,28,147,0,0,13345
6244,1770,57114,28301,542,209,5501,237,0,13346
1669,608,76203,36257,147,12,1610,0,0,13348
9695,4163,61489,34376,1080,183,8821,99,0,13350
29,2,-666666666,-1,0,0,24,0,0,13352
41,21,58125,38944,0,0,39,0,1,13353
3285,1245,84781,37171,114,10,3233,4,0,13354
1139,369,66645,163972,61,0,1102,0,0,13355
10301,4482,70342,33669,1172,158,9677,34,0,13357
128,41,-666666666,52239,2,0,128,0,0,13360
661,248,61667,31605,90,4,625,0,0,13361
2409,902,87838,43706,169,19,2296,0,0,13363
232,98,75833,43064,0,0,185,0,0,13364
8449,3193,59353,31980,1449,34,7937,3,0,13365
8682,3511,63361,32265,1146,212,8097,16,13,13367
1121,447,56688,25924,153,4,1103,0,0,13368
1087,541,58990,36031,243,2,1041,10,0,13402
7087,1921,98954,32768,221,758,5996,76,22,13403
127,52,-666666666,21154,0,0,121,0,0,13404
492,177,93875,30524,53,0,488,0,0,13406
5140,1924,70185,31956,613,43,4661,93,0,13407
3383,792,62308,21822,112,136,2914,164,5,13408
1976,818,67313,32976,170,14,1892,0,9,13409
536,285,-666666666,27259,116,0,452,3,0,13410
2743,1137,60163,31627,442,3,2614,5,1,13411
16282,6831,93729,54571,673,82,14775,758,42,13413
82,39,62813,40584,23,0,82,0,0,13415
2235,862,79375,33136,237,8,2183,0,0,13416
3103,1655,55167,37429,353,2,3062,27,0,13417
212,72,101250,33216,5,0,212,0,0,13418
1092,529,104659,53384,55,24,1059,0,0,13420
12857,5539,60459,37343,1399,120,11946,75,27,13421
2274,920,78438,37643,166,114,1960,126,0,13424
1762,756,62171,42041,213,6,1685,14,0,13425
1533,658,63839,36132,159,10,1489,1,0,13428
1939,699,87250,37882,120,7,1903,3,7,13431
1647,626,47969,22653,344,2,1611,2,0,13433
275,75,60795,20977,0,61,201,0,0,13435
107,49,68250,33117,30,11,96,0,0,13436
307,125,54125,26149,24,0,294,0,0,13437
2994,1283,70096,37149,354,45,2866,14,6,13438
3715,1364,56364,31559,536,37,3612,10,0,13439
41198,17390,62141,34445,5610,1598,36259,572,38,13440
222,146,88654,46170,0,43,154,0,0,13441
252,69,58542,20879,2,0,252,0,0,13450
4874,1858,59167,29271,855,40,4546,2,1,13452
732,318,84167,29946,93,0,669,0,0,13454
46,11,-666666666,10846,0,0,46,0,0,13455
3977,1459,87977,39443,235,14,3811,58,0,13456
32,23,-666666666,25072,13,0,32,0,0,13457
2048,792,63421,28546,347,10,1933,17,10,13459
4293,1632,62106,32478,292,16,4010,39,0,13460
3158,1323,88083,43548,192,26,2932,76,6,13461
1245,522,53788,26269,175,2,1209,0,0,13464
291,104,52500,25581,50,0,289,0,0,13468
1317,476,123045,45350,47,0,1264,53,0,13469
710,241,60972,27796,243,12,666,1,0,13470
2656,1072,63707,31002,213,8,2567,11,0,13471
340,111,100208,29754,0,0,340,0,0,13472
1128,418,96563,34605,66,5,1038,0,0,13473
39,23,77083,57067,0,0,32,0,0,13475
2975,1210,68093,31083,188,59,2861,16,0,13476
1485,556,62870,42581,140,0,1471,0,0,13477
3040,1299,71849,35942,289,0,2994,18,3,13478
3426,1327,70703,33794,232,6,3215,19,0,13480
63,25,56250,25010,0,0,63,0,0,13482
454,138,108009,25748,85,6,443,0,0,13483
29,29,-666666666,-1,29,0,29,0,0,13484
1635,521,67305,28114,287,9,1612,3,0,13485
738,333,69125,44001,111,0,673,0,0,13486
141,74,58500,36016,0,0,141,0,0,13488
533,200,68750,31525,39,0,524,0,0,13489
1181,427,92083,41441,14,0,1150,31,0,13490
3853,1336,72000,33125,494,0,3654,14,0,13491
11395,4779,86537,45682,586,308,10350,142,7,13492
2205,776,60227,23085,347,13,2099,7,4,13493
222,97,52292,32619,20,0,222,0,0,13494
2081,943,58653,33223,86,14,1901,0,0,13495
40152,14933,50626,25485,10582,6058,22155,5712,154,13501
33962,13471,53548,29393,7621,4474,24414,1758,60,13502
38332,16574,57936,34201,5883,2605,31654,854,24,13601
2798,0,-666666666,28067,0,504,1603,158,54,13602
14050,4626,56853,21278,1184,1589,10075,301,112,13603
5261,1987,71250,30713,453,79,4893,11,10,13605
2423,933,90625,35980,395,11,2354,0,2,13606
1750,900,60667,70916,118,27,1683,5,13,13607
1818,688,71932,30222,302,18,1649,0,24,13608
312,137,82708,33554,30,0,312,0,0,13611
2703,1199,70223,33072,375,0,2485,140,0,13612
2604,1088,45893,29194,385,15,2497,0,22,13613
345,106,67500,24155,82,0,330,0,0,13614
586,274,97794,45680,18,4,573,0,0,13615
1936,990,45921,30508,358,280,1361,98,0,13616
12124,4181,66804,29648,1001,533,10702,259,18,13617
1814,785,57439,36218,172,15,1669,0,0,13618
