Total_Population,total_households,Median_income,per_capita_income,households_below_poverty_line,asian_population,black_population,zip code tabulation area
15393.0,5907.0,75524.0,38189.0,997.0,319.0,6729.0,31220
3915.0,1610.0,42917.0,25343.0,670.0,48.0,1856.0,31301
8084.0,3027.0,54550.0,27402.0,1251.0,81.0,431.0,31302
41967.0,15166.0,50526.0,23524.0,7361.0,1006.0,19538.0,31313
1740.0,0.0,-666666666.0,24288.0,0.0,9.0,449.0,31314
7952.0,2277.0,48842.0,16390.0,1156.0,152.0,1538.0,31315
26399.0,10718.0,82597.0,39882.0,1276.0,591.0,9509.0,31322
31978.0,10847.0,94756.0,40050.0,2482.0,645.0,3936.0,31324
174.0,136.0,-666666666.0,17339.0,100.0,0.0,76.0,31333
19833.0,8275.0,46294.0,33290.0,5986.0,703.0,7346.0,31401
33495.0,12832.0,42500.0,25147.0,7535.0,391.0,22265.0,31404
38145.0,14304.0,51504.0,32424.0,6698.0,1061.0,17949.0,31405
34676.0,13920.0,57464.0,38289.0,4636.0,1342.0,12871.0,31406
20750.0,8149.0,87352.0,39539.0,915.0,227.0,8840.0,31407
11336.0,3608.0,43806.0,18727.0,1325.0,309.0,5964.0,31408
726.0,0.0,-666666666.0,25239.0,0.0,4.0,271.0,31409
24151.0,9709.0,84360.0,46580.0,946.0,604.0,535.0,31410
9085.0,4392.0,102643.0,77527.0,283.0,160.0,179.0,31411
11935.0,4153.0,32644.0,19156.0,3016.0,0.0,10970.0,31415
56947.0,22141.0,59590.0,31088.0,6686.0,2766.0,21777.0,31419
21864.0,8493.0,32552.0,26588.0,7307.0,677.0,11020.0,31520
14182.0,5326.0,79275.0,36545.0,1781.0,142.0,1980.0,31523
29792.0,11091.0,59353.0,27739.0,3931.0,346.0,8143.0,31525
31972.0,12023.0,28226.0,18736.0,10296.0,141.0,19095.0,31601
35837.0,13046.0,47821.0,24193.0,8240.0,621.0,15019.0,31602
23839.0,8677.0,59594.0,29830.0,4744.0,702.0,6406.0,31605
3575.0,1266.0,38859.0,20817.0,891.0,0.0,275.0,31606
13896.0,4904.0,76922.0,32194.0,1190.0,138.0,962.0,31632
10121.0,3833.0,53632.0,26988.0,1786.0,121.0,1282.0,31636
796.0,0.0,-666666666.0,3123.0,0.0,6.0,290.0,31698
18105.0,7439.0,32609.0,20873.0,5614.0,127.0,13968.0,31701
146.0,0.0,-666666666.0,21490.0,0.0,2.0,29.0,31704
31241.0,10421.0,33428.0,17090.0,9462.0,100.0,21901.0,31705
23900.0,10995.0,43733.0,27019.0,5457.0,479.0,14209.0,31707
20094.0,7979.0,70072.0,38399.0,1830.0,321.0,10841.0,31721
27998.0,9724.0,72530.0,30309.0,2711.0,686.0,6891.0,31763
11434.0,4352.0,58459.0,28535.0,2480.0,58.0,4403.0,31791
8406.0,2803.0,93469.0,45694.0,400.0,729.0,1178.0,31808
12477.0,4453.0,98376.0,46203.0,443.0,628.0,2778.0,31820
5728.0,3107.0,34578.0,27625.0,1496.0,145.0,2206.0,31901
19587.0,7543.0,24840.0,15439.0,7992.0,209.0,15166.0,31903
34865.0,14016.0,56036.0,34936.0,6207.0,740.0,9305.0,31904
16973.0,3641.0,60121.0,22642.0,1664.0,546.0,1959.0,31905
20722.0,8768.0,33937.0,27100.0,5567.0,176.0,13865.0,31906
61085.0,22637.0,49209.0,25830.0,11176.0,958.0,40765.0,31907
40062.0,15723.0,63787.0,30662.0,4466.0,1633.0,9310.0,31909
29505.0,11090.0,103019.0,46343.0,1101.0,705.0,1557.0,32003
3372.0,1383.0,65850.0,34236.0,345.0,0.0,43.0,32009
14791.0,5480.0,67087.0,29521.0,1379.0,84.0,678.0,32011
30249.0,11018.0,64973.0,30466.0,2804.0,517.0,2430.0,32043
39146.0,13336.0,79984.0,35431.0,3563.0,2884.0,7653.0,32065
57231.0,19950.0,73178.0,30777.0,6464.0,372.0,3230.0,32068
42278.0,15600.0,67370.0,31983.0,4281.0,1641.0,8274.0,32073
21001.0,9618.0,82231.0,52546.0,1612.0,435.0,49.0,32080
20867.0,7113.0,128570.0,57687.0,819.0,1330.0,567.0,32081
28721.0,11696.0,114291.0,75948.0,1167.0,393.0,719.0,32082
35618.0,13125.0,61025.0,31539.0,5713.0,184.0,4857.0,32084
32753.0,12531.0,63840.0,34269.0,2405.0,640.0,960.0,32086
42245.0,14569.0,91116.0,40226.0,3883.0,1490.0,2385.0,32092
15021.0,5218.0,92941.0,44198.0,1643.0,815.0,329.0,32095
8909.0,3272.0,40526.0,24555.0,1703.0,7.0,850.0,32110
34560.0,14270.0,36034.0,20082.0,8980.0,451.0,17169.0,32114
29100.0,12399.0,44139.0,25868.0,5745.0,1044.0,8322.0,32117
18123.0,9639.0,45962.0,38740.0,2649.0,441.0,644.0,32118
22677.0,10403.0,46606.0,29265.0,3684.0,433.0,2079.0,32119
7449.0,2312.0,70455.0,28468.0,602.0,229.0,1297.0,32124
28136.0,12799.0,57760.0,37789.0,3340.0,491.0,726.0,32127
21811.0,8901.0,82553.0,38787.0,1910.0,277.0,1066.0,32128
22670.0,10166.0,53091.0,29415.0,3424.0,940.0,1228.0,32129
7667.0,3741.0,43709.0,30149.0,1042.0,38.0,177.0,32132
8209.0,3905.0,58433.0,44120.0,768.0,25.0,145.0,32136
44687.0,18346.0,66902.0,36428.0,4765.0,1442.0,3006.0,32137
18859.0,8592.0,54326.0,32614.0,1505.0,300.0,325.0,32141
29613.0,15676.0,49198.0,35410.0,2977.0,491.0,923.0,32159
51373.0,29994.0,66366.0,46829.0,1995.0,632.0,99.0,32162
24467.0,13131.0,83888.0,57244.0,1295.0,156.0,76.0,32163
50008.0,18982.0,63091.0,34951.0,5157.0,1232.0,7082.0,32164
30060.0,13517.0,58750.0,38914.0,3596.0,180.0,1336.0,32168
10400.0,5889.0,80503.0,64595.0,659.0,119.0,9.0,32169
51319.0,22934.0,60911.0,37021.0,4663.0,1302.0,2248.0,32174
13741.0,6885.0,54958.0,53097.0,1466.0,106.0,467.0,32176
8043.0,3665.0,38671.0,24046.0,1185.0,91.0,102.0,32179
2984.0,1114.0,55000.0,27686.0,446.0,0.0,0.0,32195
6717.0,2149.0,33224.0,22155.0,1742.0,178.0,3319.0,32202
0.0,0.0,-666666666.0,-666666666.0,0.0,0.0,0.0,32203
7750.0,4314.0,49879.0,36557.0,1758.0,178.0,2092.0,32204
31398.0,14447.0,53488.0,37581.0,5070.0,810.0,7529.0,32205
16406.0,6840.0,31783.0,19907.0,5207.0,242.0,11116.0,32206
36711.0,15890.0,52846.0,37519.0,6295.0,3224.0,6957.0,32207
32244.0,13365.0,36707.0,21923.0,9306.0,49.0,24956.0,32208
35915.0,14517.0,26890.0,17408.0,12320.0,164.0,32748.0,32209
66824.0,26474.0,51262.0,29961.0,11547.0,2418.0,26723.0,32210
35668.0,13301.0,49205.0,24048.0,5623.0,1013.0,12264.0,32211
2275.0,237.0,44241.0,22299.0,75.0,28.0,435.0,32212
0.0,0.0,-666666666.0,-666666666.0,0.0,0.0,0.0,32214
39762.0,17224.0,54739.0,35547.0,6886.0,2473.0,9083.0,32216
20303.0,8807.0,54036.0,39590.0,2989.0,476.0,1876.0,32217
68534.0,23743.0,59938.0,27614.0,8841.0,1572.0,33857.0,32218
14169.0,5019.0,56195.0,23313.0,1831.0,349.0,8227.0,32219
12020.0,4604.0,66808.0,29791.0,1934.0,347.0,2750.0,32220
29346.0,10397.0,66846.0,31592.0,3324.0,1237.0,9475.0,32221
14879.0,5450.0,71077.0,30452.0,1642.0,365.0,5108.0,32222
25824.0,10311.0,88364.0,45444.0,1633.0,750.0,1320.0,32223
41366.0,15366.0,81185.0,45975.0,3514.0,2497.0,3335.0,32224
55401.0,21065.0,78411.0,38994.0,4324.0,3496.0,7977.0,32225
18097.0,6389.0,88070.0,38187.0,1182.0,674.0,3275.0,32226
3510.0,544.0,71667.0,23554.0,132.0,224.0,474.0,32227
24489.0,9901.0,70781.0,47715.0,1506.0,835.0,1914.0,32233
63709.0,23759.0,55700.0,25898.0,10309.0,4245.0,22338.0,32244
56222.0,22370.0,68500.0,34554.0,5537.0,5944.0,7899.0,32246
28859.0,12403.0,95474.0,59708.0,2660.0,502.0,885.0,32250
13798.0,5100.0,34159.0,19292.0,4503.0,34.0,8225.0,32254
48988.0,22519.0,64543.0,43261.0,4560.0,6303.0,8838.0,32256
41487.0,16968.0,67739.0,38559.0,3331.0,1893.0,4543.0,32257
41004.0,14831.0,89671.0,40575.0,2904.0,3184.0,4564.0,32258
62354.0,19000.0,134552.0,48769.0,1570.0,2777.0,4426.0,32259
6880.0,2957.0,98856.0,64394.0,446.0,13.0,0.0,32266
33948.0,12859.0,51545.0,25815.0,5828.0,719.0,13719.0,32277
32425.0,14163.0,46241.0,26229.0,7504.0,1095.0,15597.0,32301
50598.0,21986.0,52450.0,32647.0,10020.0,1176.0,18057.0,32303
45853.0,18175.0,26060.0,14511.0,20741.0,1686.0,18306.0,32304
20815.0,7603.0,47602.0,22617.0,4400.0,17.0,11751.0,32305
1758.0,0.0,-666666666.0,3354.0,0.0,42.0,664.0,32307
22415.0,10827.0,65726.0,49625.0,1819.0,554.0,4836.0,32308
33505.0,13011.0,90858.0,43244.0,1583.0,1307.0,3111.0,32309
14090.0,5775.0,37225.0,23270.0,4116.0,0.0,6754.0,32310
21231.0,8555.0,76494.0,42301.0,1326.0,1656.0,5930.0,32311
31956.0,12229.0,107615.0,54850.0,1635.0,1933.0,2713.0,32312
14492.0,5353.0,102318.0,43683.0,468.0,862.0,2168.0,32317
11695.0,4494.0,53814.0,28170.0,1799.0,15.0,3978.0,32333
0.0,0.0,-666666666.0,-666666666.0,0.0,0.0,0.0,32399
19208.0,8804.0,41484.0,27511.0,4104.0,328.0,4720.0,32401
1416.0,266.0,67500.0,22122.0,8.0,75.0,225.0,32403
39832.0,14273.0,58853.0,27203.0,4908.0,1052.0,4615.0,32404
29999.0,12216.0,61947.0,32444.0,3925.0,457.0,5368.0,32405
14355.0,6153.0,64102.0,38623.0,1136.0,468.0,1613.0,32407
19821.0,8706.0,62386.0,39856.0,1683.0,570.0,566.0,32408
10004.0,3729.0,53811.0,27712.0,1727.0,198.0,0.0,32409
14472.0,6835.0,71125.0,43794.0,1235.0,202.0,167.0,32413
21148.0,7600.0,76712.0,32630.0,1854.0,545.0,1483.0,32444
18544.0,7880.0,94648.0,55298.0,1153.0,204.0,35.0,32459
5718.0,2019.0,60548.0,28847.0,761.0,59.0,178.0,32466
10985.0,4474.0,32541.0,27406.0,2538.0,78.0,5478.0,32501
3799.0,1725.0,60113.0,38679.0,716.0,10.0,881.0,32502
32950.0,12984.0,56486.0,34366.0,4589.0,918.0,8466.0,32503
21687.0,9608.0,64147.0,35283.0,2460.0,641.0,3279.0,32504
27661.0,10852.0,38863.0,20196.0,6645.0,531.0,11827.0,32505
37202.0,14482.0,54391.0,27099.0,5561.0,2728.0,6735.0,32506
33615.0,13618.0,58443.0,36524.0,4741.0,890.0,5423.0,32507
5423.0,555.0,53063.0,22678.0,264.0,199.0,565.0,32508
566.0,0.0,-666666666.0,8883.0,0.0,0.0,232.0,32509
1292.0,0.0,-666666666.0,36022.0,0.0,39.0,128.0,32511
0.0,0.0,-666666666.0,-666666666.0,0.0,0.0,0.0,32512
42059.0,17435.0,57018.0,30526.0,5846.0,1409.0,9317.0,32514
39318.0,15004.0,64543.0,31134.0,4081.0,1169.0,5852.0,32526
6452.0,2748.0,72668.0,34137.0,956.0,52.0,377.0,32531
29568.0,10783.0,80973.0,34444.0,2141.0,783.0,3981.0,32533
15931.0,6778.0,53828.0,30234.0,2456.0,593.0,4700.0,32534
24643.0,8780.0,72818.0,33160.0,2522.0,649.0,3366.0,32536
30924.0,10637.0,62129.0,27130.0,3188.0,483.0,4195.0,32539
9610.0,4123.0,108205.0,70464.0,422.0,26.0,141.0,32561
33099.0,13445.0,66310.0,32789.0,3631.0,597.0,1838.0,32570
37727.0,13461.0,73760.0,33363.0,3424.0,931.0,1886.0,32571
4453.0,1855.0,62980.0,28780.0,643.0,31.0,59.0,32577
30379.0,9570.0,72348.0,28037.0,1744.0,323.0,3374.0,32583
21460.0,8603.0,29422.0,20233.0,8960.0,1491.0,3657.0,32601
5625.0,1740.0,18380.0,10562.0,2243.0,472.0,302.0,32603
28058.0,11298.0,73145.0,43075.0,1910.0,860.0,2659.0,32605
23682.0,10323.0,66777.0,42458.0,2283.0,2098.0,2456.0,32606
30445.0,12175.0,43278.0,30628.0,8203.0,1407.0,6730.0,32607
51317.0,20707.0,53688.0,38131.0,11341.0,6920.0,6510.0,32608
19542.0,7463.0,40619.0,20902.0,4342.0,291.0,7314.0,32609
14933.0,5984.0,65588.0,37043.0,1512.0,224.0,2826.0,32615
4090.0,1432.0,41953.0,24947.0,1145.0,0.0,354.0,32617
8640.0,3229.0,55129.0,34722.0,1024.0,20.0,1749.0,32618
10543.0,4028.0,49560.0,24455.0,1717.0,90.0,2681.0,32640
17035.0,5142.0,38530.0,18157.0,4644.0,13.0,11364.0,32641
15799.0,6383.0,74386.0,38868.0,1714.0,1100.0,2943.0,32653
4399.0,1865.0,66950.0,37793.0,454.0,25.0,1013.0,32667
15125.0,5282.0,81846.0,39612.0,1413.0,685.0,1922.0,32669
24931.0,11274.0,60212.0,34439.0,3177.0,496.0,4909.0,32701
2576.0,1228.0,45000.0,29809.0,520.0,6.0,68.0,32702
54551.0,19247.0,54744.0,27623.0,8272.0,1620.0,15637.0,32703
37495.0,15695.0,59894.0,30924.0,4697.0,1467.0,2917.0,32707
48218.0,19422.0,79320.0,41008.0,3557.0,2279.0,2892.0,32708
1310.0,546.0,74250.0,51047.0,95.0,0.0,81.0,32709
49441.0,15902.0,91771.0,36190.0,4796.0,1425.0,5972.0,32712
22154.0,9149.0,75415.0,38735.0,1270.0,1066.0,1026.0,32713
37957.0,15818.0,56155.0,32374.0,3799.0,908.0,6464.0,32714
33239.0,12271.0,61356.0,30465.0,3764.0,244.0,4218.0,32720
40157.0,16055.0,59460.0,30752.0,6017.0,628.0,2692.0,32724
50336.0,18035.0,61502.0,26543.0,5302.0,964.0,5362.0,32725
23236.0,9424.0,52240.0,25985.0,3442.0,111.0,5071.0,32726
6536.0,2865.0,46344.0,31585.0,1288.0,394.0,586.0,32730
5394.0,1817.0,99321.0,38023.0,351.0,16.0,39.0,32732
5050.0,2169.0,63714.0,29623.0,152.0,296.0,144.0,32735
11748.0,4120.0,78074.0,38116.0,572.0,43.0,494.0,32736
47559.0,15798.0,64716.0,25132.0,5042.0,443.0,6548.0,32738
3487.0,1197.0,61550.0,31226.0,375.0,4.0,101.0,32744
45145.0,18501.0,95610.0,54605.0,2960.0,3990.0,4110.0,32746
25189.0,9522.0,75313.0,36836.0,1835.0,614.0,1771.0,32750
22671.0,9243.0,83142.0,47189.0,1858.0,799.0,3476.0,32751
12159.0,4664.0,59525.0,31818.0,1628.0,30.0,711.0,32754
29950.0,12268.0,65259.0,36682.0,3895.0,401.0,3822.0,32757
2544.0,1014.0,50054.0,25795.0,672.0,11.0,234.0,32759
23839.0,9817.0,58261.0,31445.0,2782.0,261.0,2075.0,32763
2687.0,1032.0,73634.0,35337.0,175.0,0.0,59.0,32764
62675.0,21830.0,88156.0,37891.0,6402.0,3940.0,4538.0,32765
16523.0,5087.0,125451.0,43448.0,757.0,1014.0,672.0,32766
57074.0,20680.0,65746.0,33896.0,6898.0,2999.0,15511.0,32771
31903.0,11807.0,53391.0,27329.0,3401.0,1927.0,7426.0,32773
12620.0,4493.0,77476.0,36035.0,1081.0,309.0,295.0,32776
23210.0,10458.0,52076.0,34513.0,2511.0,359.0,2830.0,32778
28948.0,11083.0,101546.0,56146.0,1656.0,1089.0,834.0,32779
37301.0,16126.0,52066.0,32281.0,4402.0,897.0,4466.0,32780
10929.0,4258.0,61952.0,31863.0,1295.0,12.0,411.0,32784
25801.0,11035.0,89875.0,70788.0,1954.0,1186.0,1461.0,32789
51929.0,20913.0,59653.0,32652.0,7582.0,2298.0,6400.0,32792
20953.0,8419.0,52660.0,30090.0,2642.0,134.0,1998.0,32796
2235.0,1117.0,48023.0,30597.0,51.0,111.0,132.0,32798
13589.0,8621.0,67954.0,69342.0,2326.0,1076.0,908.0,32801
22136.0,10420.0,87635.0,56044.0,1591.0,897.0,1107.0,32803
20073.0,8676.0,97695.0,63330.0,1349.0,568.0,1015.0,32804
18547.0,6944.0,35179.0,22091.0,4161.0,9.0,13747.0,32805
27050.0,11120.0,78816.0,46932.0,2648.0,428.0,1383.0,32806
35638.0,12429.0,51645.0,24288.0,5380.0,1467.0,3376.0,32807
64001.0,19218.0,42259.0,19308.0,13983.0,1318.0,43811.0,32808
30744.0,9259.0,45840.0,23391.0,6718.0,729.0,4224.0,32809
39602.0,13830.0,54407.0,26157.0,6108.0,1397.0,15441.0,32810
40402.0,14154.0,42028.0,22573.0,7503.0,700.0,20711.0,32811
37241.0,14091.0,59278.0,33167.0,6435.0,1720.0,4010.0,32812
9293.0,3941.0,109710.0,71007.0,515.0,378.0,232.0,32814
11667.0,0.0,-666666666.0,370.0,0.0,313.0,449.0,32816
35491.0,11123.0,70273.0,30198.0,5062.0,2548.0,3226.0,32817
62693.0,17486.0,51060.0,19869.0,12239.0,2022.0,43096.0,32818
28765.0,10034.0,76218.0,39625.0,3370.0,2102.0,4846.0,32819
11162.0,3123.0,100433.0,38382.0,1579.0,500.0,1656.0,32820
20618.0,8437.0,58461.0,32838.0,1366.0,892.0,906.0,32821
67238.0,23119.0,45613.0,21772.0,12539.0,1246.0,6899.0,32822
53049.0,14440.0,68083.0,25672.0,4979.0,2367.0,7911.0,32824
60846.0,19278.0,68524.0,27962.0,9236.0,4717.0,6121.0,32825
25763.0,8632.0,58323.0,28186.0,4108.0,1148.0,2052.0,32826
16007.0,5401.0,104613.0,51672.0,1006.0,1112.0,745.0,32827
70039.0,23591.0,88668.0,34694.0,6786.0,4775.0,6373.0,32828
19331.0,6142.0,78967.0,32289.0,1325.0,1316.0,1395.0,32829
44.0,22.0,111346.0,72975.0,0.0,0.0,0.0,32830
2679.0,35.0,41094.0,3974.0,0.0,0.0,915.0,32831
27072.0,9545.0,97167.0,45253.0,2249.0,2133.0,1711.0,32832
10299.0,3271.0,82859.0,32114.0,968.0,542.0,1108.0,32833
50115.0,17730.0,62777.0,33768.0,6321.0,5393.0,11599.0,32835
21868.0,7751.0,109918.0,69803.0,1789.0,3172.0,1284.0,32836
49669.0,15618.0,71114.0,28451.0,7197.0,5327.0,3746.0,32837
52756.0,16899.0,44592.0,20534.0,12749.0,2124.0,22107.0,32839
25176.0,10648.0,41890.0,26335.0,4551.0,812.0,4530.0,32901
14347.0,6233.0,88388.0,51936.0,919.0,261.0,118.0,32903
35079.0,13444.0,75801.0,35319.0,1985.0,1389.0,1951.0,32904
26073.0,10685.0,48299.0,24045.0,4815.0,596.0,4272.0,32905
47209.0,16193.0,59364.0,25788.0,5170.0,602.0,7730.0,32907
13351.0,4270.0,56373.0,25087.0,1114.0,88.0,3220.0,32908
34156.0,11530.0,56811.0,33852.0,4800.0,1231.0,7098.0,32909
9979.0,5906.0,58396.0,45968.0,963.0,103.0,82.0,32920
15108.0,6505.0,40359.0,26420.0,2935.0,91.0,5000.0,32922
1609.0,484.0,66250.0,28318.0,242.0,82.0,192.0,32925
23193.0,9333.0,55687.0,32040.0,3634.0,745.0,3558.0,32926
28618.0,10224.0,72276.0,33804.0,3413.0,255.0,1442.0,32927
13469.0,7179.0,75126.0,55918.0,1208.0,132.0,126.0,32931
18901.0,7309.0,91600.0,43058.0,1328.0,313.0,507.0,32934
41744.0,17254.0,56749.0,30340.0,4923.0,1831.0,2752.0,32935
27557.0,11227.0,77359.0,46018.0,2479.0,407.0,829.0,32937
45050.0,18599.0,86347.0,48390.0,1677.0,2250.0,1993.0,32940
2616.0,962.0,94792.0,41286.0,48.0,30.0,56.0,32949
4565.0,1821.0,72969.0,36395.0,512.0,0.0,143.0,32950
11814.0,5826.0,75094.0,59560.0,804.0,191.0,8.0,32951
20515.0,8228.0,85120.0,50213.0,908.0,384.0,346.0,32952
23853.0,9322.0,75188.0,39325.0,2682.0,864.0,1077.0,32953
38892.0,15437.0,76701.0,38241.0,2580.0,674.0,4319.0,32955
28339.0,12440.0,59700.0,35982.0,2076.0,122.0,440.0,32958
23085.0,9367.0,45111.0,31961.0,3279.0,712.0,1579.0,32960
25958.0,9314.0,55884.0,29603.0,3066.0,182.0,3347.0,32962
15182.0,7594.0,126650.0,110971.0,703.0,211.0,110.0,32963
18916.0,8651.0,57851.0,36213.0,1660.0,220.0,453.0,32966
24405.0,8791.0,63047.0,32724.0,4012.0,301.0,5259.0,32967
15825.0,5440.0,82326.0,35297.0,821.0,541.0,856.0,32968
15876.0,7003.0,43138.0,35671.0,2998.0,172.0,4901.0,33004
43547.0,20180.0,41580.0,31227.0,9338.0,744.0,8177.0,33009
42246.0,15483.0,36703.0,19823.0,8773.0,143.0,1138.0,33010
70485.0,24959.0,36594.0,20575.0,14328.0,83.0,761.0,33012
30706.0,9481.0,49197.0,21354.0,5491.0,149.0,234.0,33013
41021.0,14311.0,57213.0,26959.0,6143.0,487.0,939.0,33014
69023.0,23078.0,61784.0,26316.0,9541.0,437.0,5167.0,33015
46498.0,15606.0,50418.0,26527.0,7025.0,413.0,976.0,33016
55079.0,16681.0,76986.0,29185.0,5633.0,538.0,406.0,33018
13613.0,6371.0,80510.0,58659.0,1059.0,57.0,333.0,33019
45416.0,19434.0,48372.0,28011.0,7282.0,1057.0,12107.0,33020
49788.0,18969.0,62314.0,36148.0,5570.0,1067.0,8014.0,33021
0.0,0.0,-666666666.0,-666666666.0,0.0,0.0,0.0,33022
71463.0,20812.0,58020.0,23275.0,9309.0,1175.0,37839.0,33023
74017.0,24329.0,64467.0,29254.0,7757.0,3185.0,13349.0,33024
71690.0,26946.0,59970.0,28021.0,8039.0,2633.0,35512.0,33025
31671.0,12071.0,82645.0,37896.0,2550.0,998.0,4383.0,33026
63068.0,24219.0,62606.0,36242.0,9902.0,4994.0,16564.0,33027
27530.0,8730.0,107412.0,41863.0,1060.0,2788.0,4469.0,33028
45177.0,13150.0,125817.0,44099.0,1554.0,3157.0,8163.0,33029
54545.0,16043.0,64109.0,23053.0,9345.0,969.0,12710.0,33032
67265.0,19036.0,57779.0,21591.0,10687.0,529.0,12430.0,33033
32390.0,10164.0,36911.0,16552.0,9035.0,346.0,19709.0,33054
38817.0,11464.0,51577.0,20757.0,5786.0,605.0,9539.0,33055
37579.0,10925.0,52538.0,20872.0,5902.0,27.0,27881.0,33056
37826.0,13959.0,51374.0,26792.0,8316.0,204.0,15875.0,33060
23763.0,13274.0,72329.0,64803.0,2042.0,107.0,505.0,33062
54907.0,24961.0,53594.0,32463.0,6763.0,2081.0,15715.0,33063
60586.0,22668.0,57565.0,32723.0,7860.0,1059.0,16872.0,33064
60590.0,19546.0,63184.0,27707.0,7786.0,2139.0,16524.0,33065
16163.0,8453.0,49568.0,59724.0,1816.0,493.0,2370.0,33066
25649.0,8380.0,115397.0,51961.0,585.0,1494.0,4028.0,33067
29089.0,11115.0,52715.0,28773.0,3670.0,1058.0,10136.0,33069
39182.0,13401.0,91934.0,41093.0,2750.0,1483.0,7163.0,33071
34243.0,11655.0,87591.0,34249.0,2546.0,933.0,5192.0,33073
0.0,0.0,-666666666.0,-666666666.0,0.0,0.0,0.0,33101
568.0,258.0,250001.0,230002.0,0.0,0.0,0.0,33109
1771.0,724.0,78232.0,38893.0,57.0,96.0,138.0,33122
55161.0,20956.0,33172.0,22662.0,13924.0,259.0,3647.0,33125
48130.0,18017.0,45660.0,23187.0,8189.0,310.0,622.0,33126
29097.0,9891.0,34102.0,17968.0,8917.0,325.0,12782.0,33127
8665.0,3577.0,25984.0,16598.0,2543.0,0.0,599.0,33128
14390.0,6906.0,78316.0,54646.0,1513.0,273.0,455.0,33129
31835.0,16124.0,50305.0,42951.0,6876.0,712.0,1524.0,33130
22529.0,12296.0,107171.0,88537.0,1531.0,822.0,473.0,33131
15834.0,8126.0,90160.0,63242.0,2010.0,984.0,1646.0,33132
34434.0,14203.0,76560.0,61518.0,4541.0,939.0,3924.0,33133
39082.0,16171.0,79544.0,52202.0,2894.0,595.0,328.0,33134
35115.0,14245.0,32460.0,21080.0,8998.0,65.0,694.0,33135
16190.0,6634.0,30036.0,18772.0,6264.0,236.0,6799.0,33136
22768.0,10405.0,66225.0,48651.0,3244.0,458.0,4641.0,33137
30029.0,12766.0,57063.0,41525.0,4305.0,418.0,9107.0,33138
35393.0,19898.0,56548.0,65987.0,5993.0,763.0,1693.0,33139
20672.0,8709.0,90812.0,75918.0,1549.0,351.0,840.0,33140
35855.0,16538.0,55306.0,41903.0,4684.0,668.0,1755.0,33141
57733.0,20091.0,30915.0,16261.0,17380.0,45.0,18429.0,33142
31012.0,12669.0,74254.0,58522.0,3663.0,754.0,2278.0,33143
28606.0,9535.0,55647.0,28361.0,2997.0,141.0,566.0,33144
28944.0,11459.0,62806.0,35919.0,3191.0,513.0,530.0,33145
16507.0,5160.0,116312.0,64636.0,1080.0,914.0,943.0,33146
46363.0,14747.0,39861.0,17966.0,11972.0,64.0,25785.0,33147
14611.0,4601.0,167438.0,79459.0,1098.0,34.0,48.0,33149
33116.0,11030.0,33770.0,18194.0,10589.0,583.0,23600.0,33150
14636.0,5687.0,75350.0,54261.0,1913.0,113.0,524.0,33154
44440.0,14866.0,71646.0,34593.0,5602.0,777.0,471.0,33155
33111.0,11749.0,123991.0,78198.0,2850.0,1599.0,930.0,33156
69212.0,20554.0,71824.0,32921.0,9567.0,1410.0,12888.0,33157
6351.0,2017.0,163565.0,78407.0,141.0,533.0,115.0,33158
42053.0,20050.0,53393.0,47100.0,5723.0,662.0,1863.0,33160
54241.0,17264.0,44779.0,21211.0,11148.0,840.0,32473.0,33161
47698.0,14605.0,50751.0,23488.0,6206.0,1408.0,24455.0,33162
53198.0,17042.0,67982.0,32051.0,5437.0,445.0,1100.0,33165
25177.0,9418.0,65902.0,34420.0,2922.0,229.0,884.0,33166
22081.0,6537.0,51581.0,19818.0,4685.0,0.0,14504.0,33167
23938.0,6687.0,52192.0,19317.0,3436.0,172.0,16767.0,33168
41417.0,12858.0,50611.0,20992.0,5770.0,416.0,33274.0,33169
13788.0,4201.0,52463.0,22468.0,2167.0,0.0,4241.0,33170
40897.0,14604.0,53740.0,24574.0,4809.0,1035.0,725.0,33172
33089.0,11644.0,77108.0,38580.0,4030.0,1241.0,583.0,33173
34114.0,11170.0,51959.0,24551.0,4783.0,1055.0,1307.0,33174
52932.0,18635.0,73960.0,41091.0,4613.0,813.0,6758.0,33176
64366.0,19069.0,79532.0,30399.0,6407.0,1685.0,1580.0,33178
46858.0,17863.0,52902.0,29354.0,5624.0,533.0,19534.0,33179
32925.0,14528.0,79449.0,57332.0,3101.0,615.0,741.0,33180
20180.0,8164.0,46726.0,33208.0,3538.0,191.0,5714.0,33181
34662.0,12472.0,61806.0,29107.0,4368.0,772.0,741.0,33183
29599.0,8799.0,93002.0,32260.0,2611.0,574.0,354.0,33185
24120.0,8156.0,54286.0,26343.0,3186.0,732.0,3157.0,33189
17230.0,5118.0,66546.0,24696.0,2253.0,94.0,2304.0,33190
16261.0,9170.0,104436.0,89903.0,738.0,384.0,1318.0,33301
18085.0,9530.0,69343.0,57777.0,2083.0,210.0,2957.0,33304
12634.0,6640.0,85800.0,69922.0,955.0,163.0,584.0,33305
3111.0,1843.0,66367.0,102961.0,246.0,32.0,91.0,33306
28428.0,15638.0,73390.0,70309.0,2196.0,698.0,764.0,33308
40100.0,14066.0,61898.0,28247.0,5091.0,780.0,18333.0,33309
73388.0,24737.0,43007.0,19326.0,20143.0,360.0,60033.0,33311
