Total_Population,total_households,Median_income,per_capita_income,households_below_poverty_line,black_population,white_population,asian_population,native_population,zcta
7863,3145,31571,20131,2631,2606,1854,794,141,12307
14367,5938,56156,35585,2270,2577,8964,719,194,12308
33332,12675,119268,53532,1176,985,26400,2703,53,12309
35138,14860,65289,38630,5863,3688,25717,551,97,12401
377,181,75592,37946,9,0,317,7,0,12411
873,376,120865,55525,4,0,710,0,0,12417
881,351,95469,61178,45,0,811,0,0,12419
581,279,43104,26903,212,0,386,0,0,12432
1493,640,92258,48520,146,14,1289,15,0,12440
3582,1577,104620,58792,139,127,3158,33,0,12443
3193,1175,82112,38948,214,224,2337,41,11,12449
728,258,89732,35736,26,0,714,0,0,12456
2070,842,66667,50103,341,135,1445,0,0,12466
268,268,2499,23014,203,0,268,0,0,12471
1177,603,63795,47187,134,31,1002,24,0,12472
460,212,73882,35831,149,0,371,12,0,12475
18557,8078,71094,47425,1295,282,16018,98,67,12477
3373,1433,87321,54124,346,249,2587,237,0,12484
1760,643,86556,40568,125,132,1072,26,0,12486
3935,1422,82500,42102,569,422,3125,7,0,12487
4580,2415,68438,66165,670,55,3934,149,0,12498
19152,7855,87618,45115,1527,3197,12827,278,66,12508
184,86,93958,53755,0,0,176,0,0,12512
5861,2300,101117,47964,273,218,4683,240,0,12518
3088,1226,118333,59578,95,74,2768,70,0,12520
15609,6617,90654,49546,723,1039,12208,552,67,12524
1739,651,98281,57198,98,19,1231,0,0,12525
13358,5502,84754,47705,784,604,10461,946,0,12528
26249,8558,131167,57087,1154,1105,19693,1373,80,12533
14066,5525,83288,43125,1464,894,11582,395,12,12538
5490,2292,110047,59455,262,98,4948,35,15,12542
3277,1323,98375,51651,535,290,2419,23,0,12547
1074,383,80521,40925,75,0,942,0,0,12548
10635,3648,112850,43510,794,1185,7937,42,10,12549
55404,20141,73148,35557,8852,12268,25274,1119,250,12550
27409,10121,96088,45873,1747,4609,16994,1150,128,12553
18136,6351,85539,41765,3469,1227,14190,515,91,12561
9603,3879,105037,50879,427,251,8209,106,0,12569
9287,4258,96163,68585,773,214,8228,157,0,12572
1584,467,142104,44973,135,35,1356,0,0,12575
1552,542,146731,54002,97,56,1283,0,0,12577
2125,864,97386,58815,185,30,1860,22,0,12578
4556,1730,110500,63626,260,170,3961,133,0,12580
12802,4627,83125,35902,1653,1259,9031,114,50,12586
19584,5291,112862,32789,4878,1726,13479,342,0,12589
36816,14527,102212,48513,2059,3493,26856,1616,61,12590
43623,16935,59652,39272,6413,11964,22740,1175,109,12601
42215,16848,100761,49317,3001,4727,30196,2334,236,12603
14754,6680,64665,36024,1678,475,13422,52,4,12801
8828,3764,84074,42922,1036,49,8350,30,57,12803
27805,12266,87589,50330,1996,225,25970,166,31,12804
3673,1463,80705,36640,158,26,3449,8,7,12827
9590,3875,71339,40178,1011,42,9164,26,99,12828
18318,6968,97990,45499,716,86,17385,211,8,12831
13764,6123,62035,33936,2069,42,12902,55,28,12839
4573,1994,90625,43917,230,55,4313,27,6,12845
32431,14030,57811,34868,4729,1060,28885,880,155,12901
1705,841,76027,43496,73,5,1583,58,9,12903
2607,1112,87045,46406,19,0,2291,0,0,12918
5051,2178,63634,33108,546,12,4991,36,0,12962
37640,16676,56649,37438,5453,1221,33487,394,68,13021
35432,14585,88706,45114,2435,551,32343,508,201,13027
7878,3006,91650,41451,1074,0,7352,10,43,13029
4008,1537,75972,38406,307,38,3603,85,0,13030
15741,6840,87663,45656,1029,107,14719,257,3,13031
17033,6727,104541,47330,935,171,15936,441,24,13039
11902,4473,109119,45782,229,382,10282,310,4,13041
14329,6420,72302,40449,1081,369,12904,341,41,13057
2731,1156,56284,30783,568,0,2407,50,0,13060
12752,5417,115625,65803,682,275,11400,406,3,13066
4778,2059,78125,42567,433,0,4569,51,9,13068
6514,2732,67074,33516,607,119,5871,34,10,13073
10867,3784,115699,53723,451,528,8453,1064,27,13078
3750,1514,76754,36016,200,21,3601,8,0,13082
3801,1596,84900,44999,131,126,3299,0,25,13084
21914,10472,70180,40653,1824,733,18666,870,102,13088
29344,11996,85313,40951,3112,1771,23624,838,30,13090
16753,6436,118295,60701,871,315,14337,1465,15,13104
6284,2712,87632,46081,341,51,6096,22,0,13108
1728,598,77857,34549,158,0,1666,0,0,13112
3652,1445,82232,38245,155,0,3171,66,0,13116
2218,897,58287,32490,269,95,1548,39,472,13120
3495,1636,71146,40147,513,28,3284,9,0,13132
6296,2349,77817,35640,993,127,5702,77,13,13135
7700,3270,100938,71112,436,15,7456,30,14,13152
2720,914,83571,36375,179,26,2508,0,38,13164
7331,3292,26271,25562,3481,3302,2626,383,74,13202
16884,7813,42451,31751,4430,4042,9518,1298,221,13203
19550,8512,40330,25369,7290,5811,9945,183,234,13204
18069,7223,37510,23906,4851,8284,6617,699,198,13205
16713,7850,55806,33393,2748,2626,11866,499,187,13206
12784,5391,56730,30312,3236,4871,6139,177,109,13207
23094,9046,41751,23582,7174,6264,11511,3111,11,13208
13171,5933,62134,35254,1341,603,11624,127,35,13209
19144,7723,38472,24378,5316,3975,11497,1819,82,13210
5968,2389,69419,30953,578,131,4708,403,14,13211
20638,8924,70748,37411,2490,348,19156,199,7,13212
8899,3097,87095,41384,647,1498,5933,419,31,13214
14317,5549,101754,51724,386,869,12423,166,15,13215
15557,6309,82083,41522,896,490,14042,170,39,13219
8881,3632,78030,42611,1163,2874,4351,513,32,13224
550,311,53466,30377,0,0,550,0,0,13319
11151,4376,80438,39619,852,77,10379,223,76,13323
7479,3159,66775,37685,719,157,6936,30,0,13340
3285,1245,84781,37171,114,10,3233,4,0,13354
7087,1921,98954,32768,221,758,5996,76,22,13403
16282,6831,93729,54571,673,82,14775,758,42,13413
3103,1655,55167,37429,353,2,3062,27,0,13417
2274,920,78438,37643,166,114,1960,126,0,13424
3977,1459,87977,39443,235,14,3811,58,0,13456
11395,4779,86537,45682,586,308,10350,142,7,13492
2081,943,58653,33223,86,14,1901,0,0,13495
40152,14933,50626,25485,10582,6058,22155,5712,154,13501
33962,13471,53548,29393,7621,4474,24414,1758,60,13502
38332,16574,57936,34201,5883,2605,31654,854,24,13601
14050,4626,56853,21278,1184,1589,10075,301,112,13603
2703,1199,70223,33072,375,0,2485,140,0,13612
1936,990,45921,30508,358,280,1361,98,0,13616
3947,1498,85000,35189,406,34,3862,0,0,13634
4493,1854,61261,29168,360,747,2971,17,4,13637
3760,1678,72531,37449,174,0,3318,0,0,13748
43240,19223,60690,36764,6360,1728,37951,843,113,13760
18584,8013,54014,32310,3509,1050,14359,1521,28,13790
2954,1501,53285,33921,534,94,2398,143,0,13795
11770,5014,68566,37730,1533,139,11153,119,4,13827
23544,9477,74621,47145,3374,658,18648,3239,31,13850
19979,8493,50479,33734,4466,1433,16273,296,46,13901
18483,8112,58100,35085,3350,1897,14671,137,10,13903
9499,3717,53352,26557,1814,1188,7334,275,0,13904
27673,11464,51411,32113,7954,2671,20294,2374,75,13905
11658,4201,81631,34233,573,691,10654,98,16,14004
506,280,84318,51402,0,0,506,0,0,14026
9685,4139,91927,61452,765,51,8836,12,0,14031
10572,3758,146667,70344,346,43,9989,156,12,14032
24936,11158,69673,38391,1758,695,22856,357,36,14043
19747,7995,116964,59097,1128,416,16573,1816,20,14051
17694,7210,99178,51497,369,57,17061,83,0,14052
9629,3743,87686,55121,339,5,9426,50,21,14059
7990,2990,113971,54076,1242,362,6422,563,0,14068
21416,8907,103186,48779,921,490,19516,420,13,14072
44610,19800,76691,45053,2857,496,42314,198,106,14075
35121,14852,95283,50265,1214,513,33553,248,15,14086
10522,4922,67250,44854,1168,80,9620,113,130,14092
50302,21428,69489,37555,5222,3176,43126,356,91,14094
44414,19029,77888,39995,3869,982,41517,343,25,14120
30652,12970,100953,56807,2089,454,28294,59,95,14127
5182,2077,82348,39670,341,86,4855,0,0,14131
6689,2468,88444,41069,549,18,6025,317,145,14132
41456,19202,68026,38411,4043,1856,36744,818,29,14150
5698,2438,79844,44204,255,31,5400,80,45,14174
12623,5797,34092,28222,5720,2613,5662,297,89,14201
3664,2103,58669,60166,506,966,2081,63,34,14202
2390,1615,45950,38055,903,1028,859,192,14,14203
7666,4353,26762,25109,2544,4672,2083,15,6,14204
21726,9579,46026,27080,4695,2672,15583,801,121,14206
25699,9968,36966,20809,8605,4319,11503,3575,82,14207
11820,4636,44590,24392,2650,8641,2016,481,13,14208
8677,4313,48991,38326,1867,2983,4806,307,110,14209
15382,6942,50660,26457,3735,1170,12709,158,58,14210
24143,9649,31841,21653,8005,14645,3175,4001,112,14211
13295,5002,34378,19889,4885,4140,5172,2719,47,14212
23980,9649,47558,27405,6569,4570,11615,3447,177,14213
22113,8401,56524,31401,5223,7354,10383,2574,76,14214
42368,17139,41196,23623,12464,29921,6805,2177,48,14215
24009,11849,67033,45840,4072,3789,17326,299,133,14216
22921,10872,67568,40433,2289,1365,19424,245,96,14217
20936,8933,49347,27157,4223,3149,15894,132,65,14218
10854,5227,69892,38631,1373,92,9868,137,24,14219
23926,10364,68813,34714,2227,917,20423,414,61,14220
55228,23980,96266,54230,3655,911,47331,4310,60,14221
15744,6705,79343,51079,1246,1779,12053,447,71,14222
22482,10187,81884,43683,1780,1156,19182,1112,13,14223
40745,18002,76475,40788,2860,800,38393,185,30,14224
34063,15836,61630,34765,3225,4381,25598,958,106,14225
29273,12380,79330,48374,2310,2825,22202,1851,158,14226
21329,10034,66614,37234,1272,1899,18607,477,21,14227
25038,10136,70960,38914,3879,1920,18418,3516,128,14228
12151,5891,32111,24084,4440,2911,7319,270,70,14301
6159,2835,39256,31572,1618,1056,3433,238,96,14303
28582,12661,64161,36107,3331,689,25455,557,200,14304
16605,7398,45412,28784,4212,4263,9719,119,293,14305
7297,3013,79542,40318,507,97,6820,51,3,14428
7689,3454,66779,32977,748,409,6814,59,32,14445
43082,18380,104187,53779,2552,789,38909,957,17,14450
10381,4403,83750,39441,605,937,7978,898,2,14467
18866,6966,91485,38419,1248,357,17261,33,16,14468
9139,3474,123372,55828,390,27,8703,38,0,14472
700,372,67969,46991,122,0,688,0,0,14506
5899,2538,73093,42257,426,481,4912,92,7,14514
19738,7957,107557,53521,796,231,17990,389,9,14526
33914,12514,139667,71840,687,761,28336,2766,1,14534
3217,1399,112568,52151,104,67,2890,75,0,14543
4920,2146,80850,40729,439,161,4553,24,2,14546
18375,7322,89939,46101,880,341,17349,71,4,14559
16006,6529,109861,59440,524,232,14471,596,0,14564
54520,23601,90799,50477,2929,1120,49217,1803,27,14580
12720,4639,115625,43421,1307,1300,8838,2024,4,14586
2682,1850,60365,55217,608,297,1753,199,0,14604
11348,4217,23220,18279,4724,5692,2632,610,27,14605
27736,10969,55346,29072,5205,6864,16236,1114,169,14606
17319,10688,53281,47617,3023,1517,14077,399,13,14607
12470,5732,34720,24692,4706,6284,3730,519,56,14608
41134,17796,59079,32674,8199,12708,20610,302,213,14609
14033,7248,78378,65767,1490,1106,11443,408,15,14610
17753,7063,30670,19655,6056,10816,4389,254,99,14611
35265,15325,75648,40084,2764,3553,28657,415,43,14612
15132,5730,32360,19288,4582,7423,4960,1043,11,14613
1126,109,61641,14020,90,589,403,11,11,14614
18393,7924,50492,28837,4393,5975,9331,758,9,14615
27250,11548,63643,32462,3774,3612,19769,697,155,14616
21990,9520,82015,46053,1256,864,19564,119,10,14617
23783,8281,118152,65885,1121,1210,19358,1866,62,14618
14073,5467,63993,31644,2619,9412,3489,248,5,14619
24292,12175,58745,40260,4516,2641,17130,2225,42,14620
32976,12987,32713,19976,11306,14227,9497,468,297,14621
12770,5789,71139,42652,1424,785,10167,741,6,14622
25958,8825,58217,26157,3523,2757,17430,4049,41,14623
39028,15478,85773,39953,2775,3839,31593,946,41,14624
10445,4805,100146,56947,695,169,9447,154,19,14625
29138,12943,76513,40647,2551,2110,24009,1094,9,14626
65740,28134,64911,42023,11240,3161,47197,9095,71,14850
3678,1520,98255,59594,105,166,3470,0,0,14882
4540,1776,68556,32327,573,49,4386,47,7,14883
32237,14430,68186,39820,3329,4140,26014,205,25,15001
11406,5107,54675,30342,1310,1217,9450,17,0,15003
9480,3999,74273,49411,521,180,8784,26,15,15005
15722,6738,79980,43812,1081,200,14929,153,0,15009
28523,11600,66338,33753,3358,2176,24884,225,12,15010
3130,1467,51622,28195,312,135,2936,19,0,15014
17408,7657,82020,51050,1025,674,15245,866,0,15017
9107,3664,82877,41311,844,151,8335,413,0,15024
16806,6873,79434,46827,1724,2728,13011,444,0,15025
2219,1104,61633,36558,239,0,2159,0,0,15027
1053,479,53702,31165,203,16,999,4,0,15030
1614,823,43208,37504,218,36,1517,0,5,15034
2074,1012,60988,35492,108,169,1757,3,6,15035
7759,3363,69202,45203,875,54,7352,6,11,15042
28246,10648,128111,68744,1142,224,26769,523,0,15044
4439,1797,49345,25333,547,324,3925,22,17,15045
2455,1035,76116,39767,170,16,2315,62,0,15046
885,483,52961,34769,128,0,847,8,5,15049
437,224,72763,40433,4,46,381,0,0,15051
1057,537,66875,39912,57,33,809,52,0,15056
17440,6322,112630,46366,474,104,15375,1358,0,15057
12393,5298,74043,37486,1104,429,11118,69,12,15061
238,137,75708,45410,12,0,221,0,1,15064
11099,4933,62355,39706,1201,298,10136,188,5,15065
12362,5513,55507,33487,1613,633,11041,17,14,15066
36199,16436,60890,36783,4730,2975,31836,301,25,15068
11778,4945,92383,49706,761,395,10331,323,0,15071
8501,3830,52777,30494,1408,668,7261,48,15,15074
916,381,70461,33439,78,3,882,0,0,15076
325,170,65833,39490,44,0,311,0,0,15081
247,94,91346,43494,13,0,247,0,0,15082
9767,4487,56272,34717,1110,216,9110,39,0,15084
7966,3296,75826,39347,369,37,7303,177,0,15085
26238,10597,108314,55781,909,426,24201,726,2,15101
30885,13460,105413,52270,1463,617,28875,472,67,15102
7955,3673,35847,29722,2232,4600,2586,51,39,15104
19550,9215,68510,44345,1376,1325,16501,369,35,15106
42914,17016,89619,47384,2273,2259,37125,1549,2,15108
5241,2083,40969,24342,1353,2341,2008,0,1,15110
3185,1485,42250,26698,720,1655,1313,3,0,15112
14167,5861,86994,46500,472,73,13289,174,15,15116
18136,8377,49803,33272,2948,3920,13234,132,24,15120
19220,8184,63097,34148,2564,2063,16070,376,23,15122
6901,3198,89500,43948,395,93,5999,239,0,15126
8404,3973,62301,40094,678,160,7934,20,5,15131
19387,9098,32859,23844,5262,6473,10958,162,8,15132
6033,2744,66436,34544,399,239,5211,45,0,15133
23055,10173,59910,37448,3839,4141,17042,433,66,15136
10193,4775,46509,36657,1458,1931,7681,173,8,15137
6734,3392,82012,62331,260,56,6397,17,13,15139
3084,1379,35829,21192,590,765,1943,63,0,15140
1635,804,114167,115776,44,0,1502,75,7,15142
22124,8639,119732,74599,832,864,18536,1780,7,15143
3954,1886,67540,40215,246,5,3745,4,0,15144
6528,2882,47500,26877,1452,1477,4283,50,44,15145
28551,12373,80727,44205,2259,3829,20641,1920,22,15146
16694,8027,60860,38988,2152,3349,12328,60,14,15147
2414,1128,39295,28752,689,694,1631,1,0,15148
13017,6813,79875,54124,1629,2286,9778,293,0,15201
19790,9757,62879,43360,1755,2022,16540,212,4,15202
10302,5814,69306,58172,2241,1097,8541,229,0,15203
8276,3461,52142,28468,1310,3618,3794,201,2,15204
23946,11200,70723,43711,2805,2633,18824,1088,32,15205
29316,14601,64978,49142,3860,8755,16628,2030,36,15206
10407,4752,51866,30927,2129,2171,7339,205,15,15207
9037,4016,55775,51328,1957,4762,3419,219,0,15208
11996,5700,72554,42604,931,368,10998,81,0,15209
26224,10860,46949,26833,5996,8240,15018,1005,94,15210
10567,5785,74477,52443,1084,695,9226,165,52,15211
27256,14033,57837,41035,4810,7651,16994,404,97,15212
29410,9332,28790,20191,8786,3771,19476,4690,36,15213
14719,6038,58225,30235,3003,5257,8390,103,8,15214
12647,5428,85225,64574,923,562,10827,794,2,15215
22134,10164,76185,45766,1937,2142,18381,330,34,15216
26788,11722,83405,63587,3627,1296,20483,2675,39,15217
13697,6732,64818,46715,1644,2960,9415,449,8,15218
10680,5440,31558,27470,3686,6855,2539,524,3,15219
18535,9074,78486,45035,1270,1137,13026,3041,0,15220
29583,15044,53354,38971,5865,12629,14335,401,79,15221
5418,2818,115298,82127,360,566,4020,609,0,15222
6708,3335,56586,35339,888,142,6016,57,0,15223
10873,5634,63047,43308,1484,2062,7744,443,7,15224
946,524,54286,35533,123,21,884,7,0,15225
13673,6256,75709,40280,1349,528,12400,202,11,15226
29383,13143,70216,42731,2893,1759,24185,1879,47,15227
18401,7374,125786,68734,967,146,16873,403,0,15228
15408,6255,79984,40766,1408,631,13713,322,4,15229
11942,6340,66540,58217,1951,742,8515,1793,21,15232
2783,1439,59044,47051,405,1334,1243,20,8,15233
14249,6142,72721,41180,1082,416,12398,588,0,15234
34383,15521,59612,34712,4245,14048,17638,129,26,15235
31419,13619,79521,42408,2298,1172,26184,3023,0,15236
44149,18326,104918,54814,1719,607,39604,2721,0,15237
12805,5532,124394,85560,666,142,11254,935,4,15238
21329,8274,94100,44143,554,894,19349,275,6,15239
21823,8262,144448,69815,495,296,19578,1362,8,15241
13329,5715,106414,59340,418,173,11607,675,9,15243
43435,17332,102204,52588,1675,1135,39942,973,71,15317
1949,748,116159,53261,21,0,1855,4,0,15321
123,56,141136,55940,0,0,123,0,0,15361
2756,1089,53384,27501,234,0,2692,9,29,15545
12541,5210,67156,38254,1058,53,12061,67,2,15613
223,115,100875,55309,0,0,202,10,0,15615
701,321,53650,26528,143,0,681,18,0,15629
9322,3790,93208,57607,533,283,8347,370,0,15632
3904,1487,139055,49420,159,1,3735,32,0,15636
501,227,55938,30953,36,0,453,31,0,15641
46855,19264,85210,44209,2968,556,44301,611,21,15642
18665,8636,61438,37872,2640,1029,16233,149,11,15644
9908,4070,71381,34940,799,252,9343,0,0,15656
1342,564,71250,42334,85,0,1296,0,8,15665
14179,5386,123443,59555,397,47,13344,365,0,15668
1239,609,60469,46912,169,0,1223,7,0,15673
9450,3963,53502,27452,1956,199,8697,36,23,15690
671,377,63221,37429,121,0,657,0,0,15692
20312,8300,61757,35656,1943,91,19347,119,0,15801
1744,750,54474,31163,203,18,1687,8,0,15840
7112,2773,58613,28603,1121,16,6892,27,16,15851
3616,1966,25357,20994,1394,1046,2183,14,18,15901
11415,4944,41959,24015,2847,1182,8848,32,15,15902
16388,6571,64899,36140,1454,316,15289,287,0,15904
19882,8613,66843,38392,2324,433,18617,179,0,15905
9965,4751,37531,23616,2345,970,8467,0,0,15906
4912,2132,56406,31627,699,32,4715,5,0,15909
2075,920,54688,41034,107,0,1915,45,10,15928
2647,1018,70625,31654,193,2,2638,0,0,15935
2011,731,76856,34594,119,0,2006,0,5,15942
6716,2749,58015,32535,799,16,6611,8,0,15946
10338,4444,55567,34715,1043,5,10123,0,2,15963
39808,18256,60866,38280,4305,611,37430,130,18,16001
15944,6407,76034,40586,1078,287,15401,19,0,16002
999,390,76471,31786,159,0,989,0,0,16045
3478,1619,71465,45098,99,0,3399,0,0,16053
4309,1989,28534,22455,1482,2128,1708,25,0,16121
1979,894,66786,42361,145,0,1967,10,0,16143
13169,6159,40185,25284,2644,1812,10485,41,9,16146
16710,7844,67366,42814,1987,806,14657,348,50,16148
7045,3120,60750,34145,817,218,6707,0,0,16150
4616,2177,64294,38690,355,74,4427,22,9,16159
506,236,48750,26189,87,57,406,0,0,16161
5143,2160,73910,42639,544,36,4930,97,0,16229
10051,3561,100867,44279,338,61,9195,160,16,16415
2431,1006,72926,40031,344,2,2349,2,8,16421
1670,1092,14319,18875,865,247,1257,80,0,16501
15567,6768,35508,21906,4495,2123,10196,280,85,16502
16065,5782,29240,17910,5439,6008,7904,419,50,16503
16003,6600,47146,26659,3081,1872,12113,397,53,16504
16136,7612,69884,49519,1576,134,15232,253,30,16505
24201,9854,83782,43944,1589,387,21752,1118,0,16506
8996,3565,34016,21335,2384,1266,6188,273,50,16507
14801,6747,53197,30594,1682,804,12640,149,10,16508
28151,12086,69496,36990,3297,1194,24810,297,65,16509
25271,9882,59949,29473,4027,2194,20335,1034,78,16510
11555,4475,62420,32516,1952,945,9795,200,14,16511
33169,13396,54831,31164,5563,944,30440,147,66,16601
27813,11800,51808,30668,4623,1143,25259,146,11,16602
12231,5065,70140,39910,879,1,11807,207,1,16635
1081,354,86786,34484,33,3,1067,0,0,16636
2418,1102,54453,32465,266,0,2290,0,0,16637
14547,6227,76882,43332,939,108,14032,166,0,16648
378,146,80714,32509,40,0,361,0,1,16665
2185,855,71458,30977,232,0,2018,4,4,16669
5176,2110,71622,34588,512,23,4974,6,0,16673
43307,17017,59296,38129,12423,1033,36205,3752,71,16801
23964,10563,65224,43682,6132,1157,17343,3524,11,16803
29145,11155,77087,36643,1611,2045,25468,322,13,16823
1405,662,75000,43006,85,19,1316,0,0,16865
1030,459,152790,61606,0,4,1011,3,0,16868
7418,2734,111667,67495,195,22,6904,199,16,16870
12260,4231,83406,34307,619,270,10852,393,6,17003
38861,14433,85573,40833,2582,2995,30259,2311,43,17011
19153,7424,86015,43939,1289,264,17851,257,0,17019
31969,12432,78688,40046,1904,656,29164,397,30,17022
17163,7381,85878,46874,993,786,14168,988,32,17025
3275,1376,68203,43486,194,9,3011,3,4,17028
17023,6430,73611,49101,1871,544,13263,979,6,17033
2709,1281,50150,26747,290,353,2165,26,0,17034
22317,9329,98955,61085,1250,124,19674,1598,20,17036
8184,3352,68720,34032,1030,64,7345,86,0,17038
39175,15744,72366,37855,4670,1221,31408,710,35,17042
5858,2905,66563,47641,652,397,4980,68,2,17043
31818,12291,54589,28845,5114,888,21805,353,108,17046
42003,16295,110267,53971,2045,807,32298,6511,23,17050
5130,2265,75531,46956,400,81,4830,13,4,17053
40007,17942,89367,49584,2204,1515,35370,834,53,17055
23423,9903,68072,37897,2655,1657,18578,384,3,17057
16272,6084,78556,35751,1179,173,15770,43,0,17067
16626,7333,83801,44330,1575,559,14707,315,0,17070
23269,9048,80391,40267,1870,247,20312,564,0,17078
786,345,71282,31523,88,0,786,0,0,17093
2513,1931,58222,42738,403,511,1692,156,0,17101
8173,4499,52093,41433,2071,2261,4558,227,29,17102
12923,4885,40786,21471,3866,7190,3241,98,48,17103
20211,7591,43193,21212,6068,9967,6348,751,49,17104
26531,10879,68496,31221,2975,6338,13640,3124,0,17109
25456,11099,75276,43319,3227,8964,12937,1284,134,17110
36269,14470,81855,40452,2417,8326,20539,4451,65,17111
38369,15443,97301,49912,1253,3397,31038,2761,57,17112
11559,4335,60921,29487,1640,2727,6512,222,214,17113
20935,7993,83606,43965,1032,669,18918,277,0,17225
932,243,83688,27586,0,115,817,0,0,17263
28887,11619,65698,34118,2687,971,26264,34,18,17268
10928,4180,95986,41948,624,103,10430,0,0,17319
29110,10894,80655,40358,1889,665,26074,572,77,17325
6842,2747,96593,48602,219,0,6293,33,0,17339
11622,4338,80475,35465,1149,234,10936,19,9,17340
8303,3467,79365,35979,750,251,7327,48,0,17345
6432,2524,92500,40369,219,255,5857,47,0,17347
6170,2336,81794,39454,551,216,5545,3,0,17360
6079,2328,88125,37808,199,234,5593,21,0,17370
18044,7336,40209,22701,4692,4778,8452,88,54,17401
37867,14077,78625,39450,3182,2759,30120,1061,26,17402
40014,15315,65915,37276,6400,5873,27741,1383,117,17403
38849,14900,74138,36166,3586,4743,28807,660,176,17404
23643,9161,80930,40362,1678,1688,20203,217,0,17406
2654,885,114190,43317,53,43,2514,2,0,17407
23846,9777,78468,40848,1240,1009,20162,865,66,17408
4639,1897,68066,33653,512,51,3985,143,0,17501
2483,999,74476,41839,189,39,2415,0,0,17502
2156,531,87350,25543,200,0,2090,0,0,17505
1052,331,114680,39467,25,0,575,261,0,17508
18044,7512,59496,33830,2028,857,15723,79,79,17512
4952,2020,100000,43665,261,39,4544,86,5,17516
5202,2117,85480,38600,309,226,4172,124,0,17520
34061,13555,69084,35727,2310,399,31686,294,120,17522
4795,1322,73981,30394,227,108,4591,0,0,17529
7496,3119,94825,48291,101,154,6986,101,0,17538
10730,3606,81667,33873,859,310,8883,509,32,17540
45393,17938,88607,51962,2252,600,41250,1239,45,17543
22568,9041,80399,40697,1320,90,21400,138,3,17545
11526,3871,70196,30194,2551,473,8974,516,4,17551
19902,8450,85788,42942,1054,212,17630,392,29,17552
7871,3115,89733,39171,496,418,6557,261,16,17554
15303,5321,78322,35491,1096,244,13873,321,1,17557
5154,1794,81570,30636,338,0,4859,0,0,17560
4277,1236,100377,34482,315,15,3934,0,0,17562
3824,1262,75875,31530,390,0,3626,0,0,17572
6409,2275,85013,35808,512,33,6226,0,0,17579
1615,625,99427,43432,70,0,1565,0,9,17582
11521,4525,101273,47209,572,223,10005,375,90,17584
56164,22564,93194,52666,2835,2129,46193,3073,175,17601
50184,18286,69416,33275,6135,7922,31721,1247,191,17602
67891,27036,78902,40245,8180,5936,44213,2790,64,17603
43309,17743,52860,30304,7236,4453,35824,394,226,17701
10653,4372,64096,33479,1034,228,9861,256,20,17702
4618,1981,73110,40610,345,22,4456,8,4,17728
2860,1110,67782,29731,226,22,2730,5,0,17744
12236,5018,75169,44422,537,91,11512,165,1,17754
12415,4289,80244,30691,1033,284,11410,77,8,17756
16236,6739,52937,30856,2112,286,14867,20,1,17801
29125,10898,61336,30202,5007,601,26635,475,0,17815
18670,6170,62090,36936,1546,1079,16512,473,49,17837
11479,4895,54425,31000,1175,43,11032,26,0,17847
617,271,48142,28053,98,0,571,0,0,17850
7708,3499,66672,35151,662,208,7248,0,0,17857
2809,1151,67448,33262,153,9,2727,33,15,17859
14347,5069,69476,34354,907,301,13314,117,3,17870
2036,819,77868,37922,81,0,1927,26,0,17876
2997,1036,73226,36544,91,17,2860,10,7,17889
22875,9596,55429,31112,3543,754,21090,128,15,17901
316,211,31458,27259,71,0,316,0,0,17923
345,146,129875,45828,0,0,345,0,0,17951
4583,1863,49829,23753,978,17,3935,29,0,17954
1927,869,55130,29140,141,47,1800,9,0,17965
3169,1380,59241,30598,350,1,3071,0,0,17970
5639,1989,102161,41092,167,176,4586,204,8,18011
17962,6763,72034,38038,1409,353,16443,145,33,18013
12389,4565,71278,35007,1155,359,11142,25,0,18014
33472,11800,51636,35168,5512,3767,20765,1605,29,18015
40587,16142,82694,42099,4032,2339,29255,1343,46,18017
31479,13490,69247,46477,5510,1958,23512,474,79,18018
21153,7714,118048,51521,1124,928,16717,1088,7,18020
12337,4215,94896,53812,802,1168,7426,1538,0,18031
9468,3941,71683,36136,765,410,7924,0,0,18032
9228,3106,126149,65174,418,94,8209,380,0,18034
14532,5746,109973,58360,542,182,12803,279,0,18036
7360,3056,77975,41981,504,61,6289,3,15,18037
3466,1407,108015,43357,64,9,3375,6,0,18038
17090,6452,110108,51850,965,1525,13217,1079,0,18040
44818,16351,71638,33653,5042,5780,28784,1167,113,18042
29563,11785,104285,52599,904,891,24013,1535,46,18045
18727,7409,91232,46336,1323,525,16820,391,3,18049
3390,1310,140333,63757,63,0,3044,0,0,18051
29286,11650,69685,36070,2773,2050,20800,1196,27,18052
2565,967,82859,38434,72,46,2519,0,0,18053
11796,4747,82341,49521,610,166,10514,143,15,18055
728,331,136250,64811,26,0,705,17,0,18059
26722,10045,102380,52720,1413,799,21812,1226,5,18062
27112,10372,98173,44281,1538,500,24750,796,7,18064
5612,2142,100509,48077,218,104,5188,9,0,18066
19166,7800,84938,42297,1232,226,16934,277,45,18067
8593,3109,113650,58128,130,181,7025,547,0,18069
6937,2659,79798,37016,622,104,6578,16,0,18072
5423,2166,111142,62280,336,46,5239,79,0,18074
2303,947,86821,63303,99,16,2208,4,0,18077
7543,2788,115758,58594,616,15,6689,142,7,18078
550,167,116088,29792,11,0,550,0,0,18079
11251,4493,73388,37123,1337,46,10636,73,0,18080
594,224,115000,42773,5,0,576,3,0,18083
