Total_Population,total_households,Median_income,per_capita_income,households_below_poverty_line,black_population,white_population,asian_population,native_population,zcta
38026,16674,41411,24565,9122,6190,22946,447,151,44109
18006,9055,28166,20254,6377,13639,2684,48,26,44110
40940,17468,52390,28916,9703,5488,27525,1436,57,44111
18679,8276,29382,20855,5775,16600,1471,113,46,44112
19757,10330,67557,53886,4670,3289,13448,495,159,44113
6953,3882,49269,37824,2442,1803,3137,1637,47,44114
9802,4957,19247,21260,5625,5682,2598,398,6,44115
21575,9716,90214,63688,1112,288,20138,415,29,44116
9476,4729,35264,28961,1972,6639,2323,16,33,44117
41037,16460,73361,43070,6338,14710,23687,1171,55,44118
13650,6100,42417,29831,2889,8122,5029,61,0,44119
34050,16711,43317,38535,7305,23032,7608,942,22,44120
32840,13440,72606,34486,3533,17998,12317,664,30,44121
36522,15457,100335,66288,2958,10778,21603,1829,8,44122
18714,8430,49634,29087,3397,12108,5423,74,19,44123
40208,18988,75255,54793,2323,5668,29501,2343,48,44124
29605,11857,53701,27798,5637,14724,12558,99,15,44125
17114,7704,76178,44419,1723,391,14936,368,14,44126
4203,1789,30285,19830,1517,2281,1448,0,5,44127
28535,12776,41923,25434,7209,26687,996,28,1,44128
28851,12136,65273,32975,2952,1912,23311,627,16,44129
50548,22920,65619,35810,5710,4810,40408,1966,125,44130
20704,8444,94822,47985,842,316,18762,819,11,44131
14416,6499,42771,26631,3206,9529,4247,126,0,44132
31144,13547,81495,47656,1701,826,27217,1385,182,44133
37914,16415,65163,35548,3327,1071,33221,1027,2,44134
27371,11299,46345,28154,7359,5332,16018,976,259,44135
25261,10590,90800,48419,1404,899,21278,2139,41,44136
23610,10231,50236,27299,5031,17254,5469,175,1,44137
23149,9508,90736,44713,1062,463,20723,477,0,44138
24912,9023,128089,65648,889,3117,16344,3386,27,44139
16047,6086,118816,59920,718,106,15124,58,35,44140
13771,5615,122569,61765,391,172,12477,688,6,44141
18509,7809,64046,31746,1557,987,15417,625,49,44142
24233,10964,73428,49905,1662,7853,14389,775,21,44143
21446,9268,55934,30044,3324,2238,14173,1165,96,44144
34027,14537,103658,64001,1661,878,29249,2270,17,44145
29632,14424,52938,34601,3680,17260,10324,54,0,44146
19815,8396,97902,58712,673,628,17235,1157,0,44147
20980,8241,115218,56057,705,249,19255,685,9,44149
6956,2509,79046,32434,184,24,6707,24,0,44201
22106,8732,118563,58327,654,896,19252,1251,0,44202
38714,16637,57589,34458,4946,2638,33914,168,45,44203
9145,3612,93566,42174,380,2,8827,21,0,44216
29677,13617,60705,34467,3062,1489,24681,2021,0,44221
18388,8453,82157,47206,1306,732,16256,449,13,44223
38715,15619,89790,45213,2714,1425,33877,1162,17,44224
26269,9329,157838,69933,841,928,23363,1035,10,44236
38208,16793,54700,35954,7581,2341,32563,1082,47,44240
18161,7416,76481,38896,1778,1411,15489,398,0,44241
13037,5184,72568,38469,474,13,12402,0,0,44260
4966,2143,65568,37631,265,117,4470,149,0,44262
3281,1238,112568,53169,86,14,2747,437,0,44264
32530,13904,59310,33931,4086,1954,28522,350,19,44266
18584,7423,85914,39636,928,596,16360,1036,0,44278
6421,2618,116481,76666,233,149,5725,141,4,44286
14363,6031,52186,27289,2687,3772,9069,205,34,44301
5043,2584,44500,26978,1191,1502,2766,260,0,44302
7755,3928,70583,46266,1156,1281,5917,222,5,44303
3592,1283,31311,16466,1233,814,1924,488,1,44304
21206,9325,52286,24985,4382,4462,13686,782,14,44305
21301,9055,40480,20652,6041,7819,10653,408,15,44306
5784,2919,27859,18821,2144,4489,960,28,0,44307
1449,417,15875,24930,575,478,769,66,0,44308
24892,10137,38949,21154,7302,7139,10979,4751,54,44310
7377,2814,22411,13922,3001,2545,3952,268,41,44311
30508,13465,62815,34362,2909,790,28405,210,29,44312
27797,13085,71682,47904,2666,6428,18540,412,60,44313
17646,7729,45036,25035,3845,3181,12007,417,22,44314
22196,9530,76890,39423,1467,532,20507,337,19,44319
17786,8570,36472,28260,4533,11547,4797,113,174,44320
15932,6378,114632,60226,954,1370,11807,1222,17,44321
19315,7790,110474,73395,711,1567,16212,401,15,44333
2716,1044,69318,35324,260,0,2682,0,0,44401
2709,1093,75899,35475,147,0,2658,0,10,44402
3798,1789,58760,34428,373,3,3690,27,0,44403
7841,3224,42959,24721,2239,1554,4514,0,22,44405
22101,8668,93520,48763,794,319,20058,703,67,44406
16549,7380,61858,39235,1772,232,15583,0,23,44410
2866,1090,97500,39165,96,2,2670,9,0,44412
1398,530,115208,38077,79,0,1368,22,0,44418
15100,6236,51879,28342,2752,530,13945,0,0,44420
13341,5857,61774,36910,1459,236,12731,65,26,44425
2353,985,73229,36665,275,0,2225,2,0,44429
4372,1192,55116,19126,546,697,3356,0,0,44430
3348,1443,71250,41042,404,46,3211,0,0,44436
3975,1660,71915,37034,118,0,3841,0,0,44437
4949,2375,39158,23826,814,114,4415,0,13,44438
4819,2090,62644,32905,347,32,4603,0,0,44440
3864,1599,59375,44518,196,14,3768,0,2,44442
9577,4300,60914,33620,964,119,9214,74,0,44444
20260,9286,48491,29655,2685,843,18256,244,18,44446
2993,1199,65417,36048,491,25,2811,0,5,44451
2984,1197,68603,38050,364,21,2943,0,0,44452
4014,1611,66250,31437,430,17,3892,22,0,44470
10383,4546,48896,28955,1681,495,8885,136,28,44471
4145,1717,71250,39170,247,4,3993,36,22,44473
9769,3850,61659,30462,883,211,9142,98,9,44481
25899,11398,44977,25909,6254,3583,20246,206,7,44483
21284,8805,64971,35541,3102,1574,18467,269,12,44484
15898,6860,29820,19935,6264,5946,9026,11,26,44485
3419,1124,62446,25413,728,8,3357,0,0,44491
9043,3478,32264,17749,3422,3522,4015,68,52,44502
960,471,10850,12703,391,555,363,0,0,44503
5165,2007,43425,23966,1051,2172,2430,209,0,44504
16534,6690,36521,21856,5581,7238,6471,83,37,44505
2489,1280,28152,16417,910,1159,456,0,8,44506
4761,1845,26383,17120,2012,2855,1201,8,4,44507
11044,5062,34110,22589,3490,2944,6878,25,58,44509
2064,885,20438,13368,1138,1689,175,0,37,44510
19354,8840,52243,30151,3193,4297,13293,30,156,44511
32821,14647,59727,34876,4873,2773,27493,366,87,44512
23391,9784,78078,39713,1412,315,21482,294,0,44514
27543,12847,52705,32004,4088,2225,23440,185,11,44515
32716,13061,59177,30576,5901,2076,29167,84,63,44601
1958,790,54398,28441,161,24,1897,0,0,44613
13241,5554,82264,41880,1114,10,12714,234,10,44614
18549,7448,69250,36551,2030,107,17650,15,0,44622
2771,1196,76786,39165,95,5,2646,9,0,44626
10766,3818,88958,36364,556,216,10107,33,24,44632
19901,7816,76611,35301,1405,198,19200,83,17,44641
4639,2172,55410,32709,708,114,4389,0,0,44644
48507,19369,64757,34319,5653,2681,42640,379,24,44646
17810,7807,61244,32177,1854,333,16424,32,86,44647
10389,3923,68221,30780,1246,68,10144,64,0,44662
24924,11307,58271,33362,3120,200,23505,263,56,44663
2638,1005,98750,42780,108,0,2531,0,0,44666
28875,11057,95322,46318,1122,218,27200,415,42,44685
2979,1276,56120,28231,501,44,2738,9,0,44688
1049,577,13137,15203,461,283,652,20,0,44702
8670,3821,31466,19809,3163,1863,5194,10,4,44703
3484,1520,29109,17624,1124,2241,1023,0,0,44704
18179,7242,38179,21396,5201,4731,11247,49,0,44705
16316,7003,56907,29747,3151,1314,13789,119,69,44706
8798,3474,35833,20933,2888,2626,5178,0,8,44707
24858,10873,58760,37097,2721,1988,20611,808,0,44708
18343,8604,47140,30604,2865,2012,14753,265,10,44709
8707,3704,46444,24386,1551,1130,6960,11,0,44710
9977,4269,53906,29565,1309,2024,7146,57,0,44714
12302,5636,83052,57750,697,435,11046,206,0,44718
39942,16933,78578,46157,2679,1020,36840,663,32,44720
13967,5393,91124,40678,740,388,12588,24,7,44721
6071,2553,59777,33298,441,151,5839,19,9,44730
4008,1501,78708,34048,516,11,3395,83,2,44824
12766,5781,71808,43060,1187,89,11500,107,10,44839
2686,1159,85595,39977,126,50,2463,8,0,44843
3416,1321,82316,39450,218,24,3332,3,0,44846
3625,1424,77765,34744,167,11,3509,0,0,44847
40067,17198,55588,33146,5852,6572,29586,351,149,44870
5549,1901,31820,21085,2376,2149,2833,0,3,44902
25860,10130,61688,31984,4447,2629,20638,221,22,44903
13841,5635,63341,33084,1738,103,13442,42,0,44904
16385,5099,53559,21222,1527,2095,13201,69,51,44905
16890,7740,48924,30485,1905,649,14840,261,0,44906
15163,7215,43466,30534,2366,2047,11741,258,15,44907
896,306,46818,24698,248,146,689,0,0,45001
14068,5109,82181,40025,1177,63,13241,63,2,45002
31739,12568,70385,35023,3475,264,29212,737,32,45005
73596,26528,84785,39424,9376,8742,54769,3143,58,45011
52953,20247,68922,33850,5406,1353,47694,295,39,45013
46023,18826,66664,36573,3626,7816,31141,2662,23,45014
11602,4850,47220,24347,2334,478,9410,25,99,45015
21196,8310,97271,43791,987,171,20192,18,19,45030
1007,435,130114,63043,15,0,992,0,0,45034
42346,13741,94571,44061,2145,3670,36560,933,54,45036
29112,11179,109858,53954,832,562,26407,893,0,45039
57214,20558,128034,59290,2309,2511,40355,11122,35,45040
28812,11587,63938,35407,3785,1260,25788,98,2,45042
53909,20213,68744,36875,7325,5717,42124,1205,50,45044
11833,4240,100409,39028,482,509,10170,159,0,45050
6604,2214,101094,39152,487,122,5763,94,0,45065
26144,9326,120278,51367,834,386,23766,634,105,45066
15085,5095,86009,33541,624,53,14703,10,0,45067
11947,4603,89910,50955,578,11,11045,348,0,45068
55414,20626,109433,50733,3094,5065,42187,5376,94,45069
24243,9591,77521,36238,2130,249,22864,118,15,45102
35908,14261,76366,38575,3202,525,32920,982,21,45103
10989,4281,63523,30620,1435,12,10706,0,1,45106
363,156,88393,37838,40,59,287,0,0,45111
11390,4162,82409,34835,1011,25,10956,0,0,45122
55364,20992,104422,51857,2742,1319,49481,1642,163,45140
33853,13722,87950,46691,1907,1035,30946,512,22,45150
13617,4461,102245,43311,575,264,12522,211,0,45152
2362,823,87361,35578,307,0,2322,22,0,45153
9857,3728,91477,41457,650,116,9402,9,0,45157
2449,986,77414,36103,146,0,2427,3,4,45162
2165,699,194750,88182,21,0,2062,6,2,45174
16259,9436,86765,72706,2235,3639,10877,695,9,45202
2498,1187,33018,36292,1191,1539,706,156,0,45203
7271,2828,31458,21538,3611,2537,3832,41,0,45204
19087,7047,36611,18527,6094,7350,8418,474,80,45205
10689,6156,51190,51392,2253,3979,5402,353,4,45206
6801,2347,45056,37461,977,3831,2498,119,26,45207
17911,8365,131330,86638,812,739,15544,637,0,45208
10408,6111,84057,65187,714,755,8730,280,20,45209
37303,15304,51235,29633,6414,13905,19745,688,45,45211
21335,9851,58180,36759,3861,3385,16556,312,18,45212
11673,5623,62988,42089,1566,4589,6091,188,11,45213
8965,4071,23451,18995,4562,5587,2580,69,64,45214
31006,12854,68184,41147,5137,9064,19345,503,9,45215
8900,3439,42114,24721,1818,2301,5462,46,0,45216
6096,2617,65507,38765,487,1991,3648,65,0,45217
3838,1554,72500,32496,366,621,2846,25,1,45218
19505,6914,34990,20115,7423,3207,13535,1327,28,45219
14651,6672,50141,40721,2928,2837,9206,1927,24,45220
12556,5744,51957,34158,3069,4647,6680,214,2,45223
20915,9200,54752,31577,3883,10991,8709,146,4,45224
9414,3967,19662,13581,5172,6921,1652,25,49,45225
5858,3044,101987,73982,331,98,5261,178,0,45226
18801,8686,65100,48718,2628,4614,13095,194,32,45227
13453,6417,33329,31483,5059,8728,3856,159,0,45229
27437,11611,84670,48274,2218,1082,24576,368,1,45230
41466,17160,64741,33144,5509,17017,20047,1221,91,45231
8805,3366,23705,14106,4350,6602,1277,0,0,45232
14976,5612,109295,47199,789,436,14203,32,5,45233
24504,11372,79785,46186,1979,2989,18893,1269,56,45236
22067,10054,44262,29626,4815,15737,4896,367,15,45237
47154,19880,62751,33109,5918,11515,33300,414,0,45238
29506,11940,56148,28646,3754,10858,14715,1629,37,45239
29219,10955,67558,31160,4268,17092,8609,901,9,45240
23727,10258,94229,59779,1412,1123,19565,1359,0,45241
21990,9018,114801,66202,760,1607,17259,1677,14,45242
16034,6066,163415,103726,293,217,14157,958,13,45243
28702,10649,104679,57857,1956,738,26406,473,12,45244
20352,8585,70279,43984,1881,252,18475,241,57,45245
13323,5599,68078,38286,2056,3896,7530,610,26,45246
24072,9641,90977,46437,1427,1271,21261,267,0,45247
24051,9586,82480,41303,1234,401,22821,77,3,45248
14075,5387,113674,65784,474,301,10292,1768,13,45249
20834,8251,69936,35853,1749,6767,12513,470,0,45251
5287,2028,106544,49107,401,947,4017,9,0,45252
22012,9517,81719,51908,1336,980,19646,474,5,45255
322,98,108393,30114,0,0,322,0,0,45301
11473,4559,115092,55176,412,223,9936,540,0,45305
11789,4630,71221,37145,823,99,10534,361,39,45309
947,414,64545,36823,6,0,913,0,0,45312
4402,1912,94348,46065,206,921,2939,69,0,45315
5210,2227,61595,33134,303,33,5138,0,0,45318
372,133,65250,29356,38,0,366,0,0,45319
21540,9106,69407,35970,1115,2280,18124,74,54,45322
5170,2139,80150,36863,313,4,4913,80,0,45323
40623,18044,56420,33110,6835,3662,32787,695,35,45324
2473,1021,74152,37519,73,0,2383,0,0,45325
1282,452,83594,35700,177,0,1282,0,0,45326
8916,3463,86982,36056,947,14,8610,6,0,45327
1101,452,90833,43557,62,1,1063,0,0,45339
3967,1726,54336,31317,833,0,3692,15,0,45341
36127,14743,75606,39315,3421,1716,30964,1389,88,45342
16747,6759,70630,37178,2129,55,15647,12,27,45344
6553,2539,75824,29524,1555,88,6070,93,0,45345
2120,684,67125,27313,354,3,1986,0,0,45359
4125,1887,58125,36734,421,69,3938,9,4,45368
4141,1655,81152,38155,369,0,3977,0,0,45369
2881,943,114205,55017,287,18,2521,124,3,45370
22429,9164,86100,44595,1556,731,20178,356,23,45371
37714,14928,77348,38131,2791,1021,33301,1247,42,45373
14272,6199,73811,40198,1050,783,12601,172,10,45377
6453,2827,60951,36353,407,22,6150,23,0,45383
2151,243,79663,15201,55,1299,726,17,6,45384
39699,15580,71684,37917,4713,2697,33700,826,34,45385
5256,2552,84464,50718,325,344,4660,11,0,45387
10438,4817,44225,33728,2286,5955,3441,37,12,45402
13002,6090,32428,21392,4553,1869,9160,94,183,45403
10380,4104,34805,17842,3762,1585,8164,114,0,45404
19059,8763,39919,24100,4950,13307,4135,8,44,45405
19954,8862,37630,28272,4898,14837,3530,49,9,45406
15788,3021,74375,23416,1548,777,13653,474,0,45409
17345,7124,44644,23744,4554,2443,12515,233,69,45410
20423,9595,54284,35663,3919,2690,15820,230,41,45414
12601,5488,73934,38411,1242,5810,5968,185,45,45415
5547,2034,52008,24837,1100,3924,999,0,0,45416
28029,11592,34866,20727,9025,20250,5471,1,59,45417
16852,7201,82183,52849,1377,316,14917,548,0,45419
23600,11575,54425,32882,2972,1593,19946,728,5,45420
50221,20313,77670,37444,4210,7962,37200,1541,121,45424
13591,6466,45897,29097,3524,9751,2890,35,4,45426
26523,12244,75112,48273,1945,1250,23360,508,1,45429
7105,2993,104976,53930,493,104,6361,205,0,45430
26446,11844,75293,42466,2529,993,21709,1521,19,45431
15024,6468,80271,39516,1684,398,13041,422,63,45432
1554,410,69962,29128,111,291,1042,41,0,45433
12810,4693,140366,57403,438,495,11428,331,0,45434
12591,4878,47007,25462,2935,1212,9951,390,0,45439
22256,9388,79388,45118,2254,1280,18690,711,43,45440
19032,8429,58134,31420,2532,2594,14392,565,19,45449
37128,15104,107229,56779,2123,2371,29449,2638,17,45458
28509,13068,88282,52600,1406,1500,24726,924,12,45459
17715,6824,85023,39593,1142,339,16771,53,6,45502
32714,14174,52411,30511,4857,2630,27816,291,3,45503
16069,6193,62780,33489,1550,813,14214,67,7,45504
20485,7966,42692,21459,5344,2850,15689,237,0,45505
13145,5552,42746,24447,3306,4201,7524,49,30,45506
7509,2968,59732,39961,837,137,7121,27,26,45619
3480,1225,64250,31181,376,0,3391,27,0,45623
20594,7850,47762,26358,4102,212,19577,0,0,45638
3166,1064,44556,19003,735,11,3095,0,0,45659
27304,10797,37980,23040,8156,1094,24361,269,96,45662
6389,2728,39607,23460,1436,0,6090,40,0,45663
10237,4167,62592,34561,1173,18,9701,295,9,45669
1128,457,54063,22492,134,0,1128,0,0,45678
11968,4642,48969,28549,2363,512,10904,0,0,45680
12530,4714,59733,29312,2134,28,12270,20,0,45694
538,322,34706,25294,90,0,510,0,0,45696
9167,4134,54744,32675,1384,69,8678,46,4,45714
26250,11252,53713,37148,3927,413,24718,375,49,45750
20873,8111,44603,23972,3496,2849,15567,111,2,45801
14567,6016,41536,24216,3538,2926,10388,7,5,45804
24679,9844,62034,31930,2510,3705,18966,142,90,45805
11282,4578,78258,40280,776,709,9872,191,59,45806
11910,4881,72104,40347,581,733,10591,220,0,45807
17655,7259,73651,35531,1378,63,16722,0,13,45895
10011,3963,64792,36144,1043,119,9761,0,0,46001
17638,6874,73554,36484,1875,2353,14371,95,20,46011
19744,8720,54830,30344,2478,1084,17187,220,58,46012
16906,7946,48512,32132,2949,1289,14736,24,1,46013
18924,6927,33720,18601,5154,4141,12311,142,133,46016
5910,2503,69404,30959,810,129,5348,58,12,46017
51250,20390,121496,74067,2073,2404,41343,4732,15,46032
39859,14413,147998,70059,1028,744,32443,3397,69,46033
46858,16643,132272,59322,1159,1460,39106,4467,0,46037
43112,16468,105057,46806,1938,2571,35041,2718,0,46038
16680,5739,129131,54201,305,1208,14199,590,15,46040
2810,1186,71000,36406,175,10,2720,0,0,46051
23443,9394,70562,36483,1980,221,21930,57,13,46052
14130,5249,108020,56864,389,1354,11436,61,0,46055
2165,817,80179,37117,97,0,2085,0,0,46056
47340,17199,89655,42276,2778,2649,39571,1452,38,46060
37191,13304,109825,49514,1386,1526,33242,965,0,46062
17205,5635,87289,41435,814,919,15121,187,44,46064
2633,1027,96094,38975,144,11,2577,21,0,46068
6901,2969,65724,35679,383,2,6616,13,0,46069
44075,15418,121250,55567,2135,1106,35045,3504,124,46074
8184,2825,110632,44975,247,395,6716,370,0,46075
34056,12259,154324,74304,1460,906,29521,2228,35,46077
9616,3313,102052,58433,709,121,8887,154,0,46106
12962,5310,59011,30865,1156,294,12036,119,20,46107
883,249,67271,30320,0,0,853,0,0,46110
443,176,64167,29120,56,0,420,0,0,46111
41437,14932,106043,46626,2461,3239,36014,417,0,46112
16217,6113,86407,34818,1448,2224,13325,138,0,46113
4440,1865,75938,38780,210,85,4270,18,11,46118
16233,6000,94199,38913,722,346,15162,92,0,46122
41870,15514,100020,45941,1936,4649,32356,1919,60,46123
7847,2935,62224,28359,978,104,7556,30,0,46124
4005,1744,71029,40892,394,3,3962,0,0,46126
2085,784,89643,38469,221,14,1950,0,0,46130
34801,12065,79234,34862,3216,1078,31727,406,6,46131
41879,16900,77236,40194,2450,418,39130,446,82,46140
34676,13658,78365,40210,2296,892,30105,1773,87,46142
58153,22200,84766,41538,3701,1916,48399,4362,57,46143
32564,12012,79808,37391,2477,137,31190,238,0,46151
24656,9340,81481,40367,2058,34,23279,223,18,46158
267,136,81484,42935,7,0,251,0,0,46162
14062,5189,99789,48831,519,20,13229,194,0,46163
7285,2657,120302,50124,131,54,6801,0,8,46167
38284,14036,81450,39715,2406,3246,30005,1836,120,46168
5186,1927,86836,45161,256,0,5046,32,0,46181
12771,4544,84254,33202,1000,22,11751,76,0,46184
31680,13488,38848,24873,8967,7494,19222,200,68,46201
20688,10500,59578,47742,4561,4311,13098,1596,71,46202
36544,14534,51050,30036,8128,6510,25749,670,165,46203
10544,5571,84735,68224,1505,2130,7125,470,11,46204
28327,12116,63161,41867,4129,10384,14785,777,29,46205
22729,9190,46693,33568,5239,10334,9936,419,18,46208
23108,10237,53970,32221,2709,7769,11244,276,67,46214
2275,1353,58009,54881,145,850,1237,0,0,46216
39082,13596,85440,35467,2249,3317,26229,7003,16,46217
28951,12824,32772,21050,8051,19852,6644,113,177,46218
38681,15736,53727,29634,6491,8777,24496,116,11,46219
37102,16861,93595,58740,3378,4505,28851,634,56,46220
27038,10463,57379,30375,3247,3899,20207,155,38,46221
37108,13103,43552,20262,8720,13172,13761,891,148,46222
39704,15349,49950,25870,8260,14790,16307,469,39,46224
5416,2214,44961,26203,1781,568,4022,95,16,46225
45716,19153,43371,24936,9790,24403,14996,651,69,46226
56794,23329,49032,28900,9305,5405,39207,7764,113,46227
16397,5731,85272,39234,1991,6914,6967,981,12,46228
28629,11291,63857,35201,2925,14402,10962,714,60,46229
11209,3714,73087,38155,870,2408,6913,773,0,46231
27385,10123,85108,40364,1881,4709,18442,1094,108,46234
34289,12483,53262,24106,6557,20278,8689,236,105,46235
26993,10027,107469,51077,2085,3785,18565,314,95,46236
42223,16987,75318,37694,2953,2177,32821,4231,22,46237
33553,11454,89832,34804,1704,6854,22116,1468,98,46239
20123,10148,63317,57202,1871,2149,14995,1110,9,46240
34056,11527,47929,20389,7122,3918,22365,309,609,46241
17131,8875,65869,48683,1073,2709,12567,278,16,46250
41259,16633,54562,31006,7141,25319,10108,1047,31,46254
22373,9654,83330,51049,1631,2992,16967,1002,0,46256
14944,4834,123173,48163,500,58,12372,1281,38,46259
35019,14780,66330,42908,4903,14721,16249,1010,92,46260
25140,11167,57683,35436,3090,10674,10875,781,135,46268
8650,3221,148227,64964,284,2096,5984,385,0,46278
7344,3570,80267,49622,438,685,5967,190,0,46280
27204,11044,86263,44804,2456,400,24337,515,0,46304
71355,25234,98580,40537,4013,4328,58935,1004,52,46307
23074,8582,109631,48641,1001,886,19856,416,56,46311
26363,10147,39434,22539,7067,10136,5209,29,53,46312
17626,7125,73275,37292,1588,2729,11682,388,147,46319
13822,5329,34806,19450,4167,6161,3104,197,11,46320
23731,9296,101851,53245,1713,1437,18290,1557,215,46321
23794,10063,74991,38253,2158,2029,17996,515,50,46322
23447,8210,57683,27929,3527,4699,10607,231,122,46323
21703,8677,58158,28440,2926,4795,10420,264,222,46324
10875,3757,48155,20200,3563,1272,3964,45,76,46327
9984,3743,93425,41674,504,0,9423,59,7,46341
32049,12777,68808,33579,4920,2596,24846,531,25,46342
44923,17851,70758,35012,6007,1248,38736,177,107,46350
43891,17950,58215,32615,7202,9166,30520,393,104,46360
39947,15878,71188,33709,4608,3641,31308,361,11,46368
17741,6481,117632,53387,382,546,15006,348,32,46373
23740,9460,85217,46968,1405,1688,18759,926,40,46375
41811,17004,68331,38018,4807,1359,36982,545,98,46383
41304,15424,95350,48220,3026,867,36457,850,30,46385
9369,2213,83817,24046,492,1347,7693,64,15,46391
148,90,35441,30148,8,0,140,0,8,46393
12117,4955,65212,32717,1857,612,7395,89,308,46394
5873,2312,26101,15671,2635,5202,304,0,17,46402
10875,4861,44315,27834,2760,6926,3092,15,5,46403
16851,6343,39281,21211,5055,15554,206,29,0,46404
11547,4192,54521,24822,1666,394,8413,46,48,46405
8730,3289,34550,19855,3030,5561,1932,10,27,46406
9125,4127,26502,19162,3128,8479,370,77,0,46407
15368,5953,46690,22594,4162,7036,5950,131,13,46408
7050,2605,39554,17818,2011,5146,695,0,15,46409
39121,16577,60432,33764,5851,18457,14383,615,16,46410
31689,11450,112290,54939,1423,1033,26113,2395,78,46530
30817,13066,59024,31280,5087,2677,25571,235,17,46544
27000,12166,52621,31973,3027,1631,21704,852,92,46545
4077,1659,72974,34886,268,11,4001,3,0,46554
14658,5424,80853,33745,1690,379,12833,96,34,46561
5020,2068,27036,20974,1835,1824,2502,113,17,46601
11864,3934,43585,18522,3641,2473,6414,152,183,46613
29545,12298,65395,36601,2709,3989,22090,502,129,46614
14324,6295,52970,31545,2656,1845,10202,552,21,46615
5656,2410,50515,29204,959,1274,3527,47,3,46616
10624,4466,67967,52967,1588,1901,7361,289,18,46617
21678,7910,44756,26816,4933,4430,10942,74,130,46619
27344,10794,52882,28355,5687,8335,15923,385,8,46628
6532,2691,72664,32948,392,375,5726,181,0,46635
16212,7352,69211,40022,1728,2701,11966,564,72,46637
20000,7925,73165,34398,1672,26,19454,20,0,46706
7550,3116,77943,37136,710,38,7238,40,3,46723
23463,9768,73891,37055,1763,83,22186,0,35,46725
4109,1318,79884,33575,193,61,3967,0,6,46741
1849,670,81731,34912,143,0,1841,0,0,46745
6890,2206,94444,41980,130,195,6240,183,0,46748
5935,1987,99375,47983,206,17,5717,18,0,46765
17260,6976,67995,32819,783,493,15892,204,23,46774
7513,3006,95000,47599,332,7,6897,26,13,46783
4099,1180,94784,42132,193,0,3832,0,0,46788
1051,430,74598,36477,34,0,946,0,0,46798
10588,4975,44763,30537,2501,1817,7003,93,17,46802
10629,3920,30638,17054,3598,4261,3867,171,190,46803
29045,12713,83220,45981,2062,1856,24672,724,44,46804
22218,9771,48613,33200,3637,2657,16147,1572,17,46805
24684,8720,39615,18739,6059,10192,7399,2520,105,46806
16034,6130,57625,27623,2517,1968,9835,519,20,46807
20049,8598,51673,28323,3309,1473,15194,512,46,46808
8747,3943,52858,29759,1213,898,6818,64,25,46809
16328,5511,131339,64550,498,432,13658,1111,0,46814
26896,10359,64440,32024,3037,2443,21344,1359,8,46815
19501,7270,43960,20235,4663,6222,7484,3769,7,46816
21752,7993,80874,35134,1946,765,18207,622,36,46818
9445,4147,59275,31182,1088,1109,7302,121,25,46819
29183,12560,67401,36909,2472,3091,21609,2336,62,46825
36557,14947,71641,36575,3331,2410,29144,1253,126,46835
28011,10288,109494,52097,955,933,24721,1043,33,46845
38719,16262,59629,32254,5178,3424,33023,185,102,46901
36807,15803,58888,32603,4561,3092,30763,857,55,46902
3492,998,61563,25943,388,437,2655,143,4,46914
3007,1367,61332,32728,187,56,2850,0,14,46932
4521,1626,79712,37449,268,3,4413,0,0,47106
18144,6553,88183,36751,1661,540,16187,187,51,47111
4558,1618,82903,36261,193,101,4303,44,0,47117
11509,4188,113835,52256,162,47,10778,65,0,47119
19617,8306,51602,28696,3064,1433,16373,58,269,47129
48599,20013,66259,34295,5075,6251,37070,668,67,47130
1733,654,75278,44505,56,0,1722,0,0,47141
3612,1273,114006,40926,153,79,3361,0,0,47143
49722,20090,61558,33295,6889,3816,41915,744,80,47150
19705,7289,79075,40718,800,293,18146,353,5,47172
48043,19206,79582,40204,6030,1001,38116,4938,58,47201
25177,10430,70595,39956,2570,275,20772,1607,58,47203
251,95,62125,37217,19,14,237,0,0,47226
667,289,59306,37792,101,0,577,0,0,47280
25086,10888,44362,24239,6440,1951,21861,38,3,47302
24393,10194,38355,24756,6942,2741,20271,209,25,47303
31757,13622,64368,34693,5310,1382,27603,1121,28,47304
3193,1718,29345,27122,1006,358,2428,16,0,47305
4320,1834,63305,30936,284,10,4158,20,0,47320
3187,1347,71628,36442,218,8,3114,15,0,47334
2316,938,58000,29967,181,0,2269,2,0,47342
5451,2217,66934,35466,319,26,5153,42,0,47356
2864,1106,62321,30464,393,1,2706,0,4,47383
7652,2974,70625,36966,402,77,7105,152,0,47396
40399,18756,61233,44868,8312,961,33262,4172,139,47401
34165,14921,66572,32222,6018,2092,29185,770,41,47403
23680,10732,51811,32442,4777,975,20293,1096,0,47404
21733,8817,45056,30510,5936,766,17742,2173,10,47408
7271,2883,81975,40745,591,30,6835,10,0,47429
13566,5478,77254,39817,1341,49,12852,15,19,47601
5332,2090,70636,33408,824,9,5206,0,0,47610
38772,14673,97764,52594,1199,1262,34419,1548,31,47630
681,397,49904,59792,195,17,611,50,0,47708
18815,8135,44767,27612,3822,1203,16120,188,8,47710
31200,13119,62359,33562,3295,2218,27011,242,18,47711
25051,9646,59121,29836,2800,398,23125,477,2,47712
9591,4609,36147,22674,2797,3625,5193,14,1,47713
33571,14107,53840,28368,6184,6131,24699,365,9,47714
28079,13537,58265,37611,4027,3788,22040,590,125,47715
17198,7038,73732,38495,1350,67,16395,93,18,47720
19175,7504,103879,49222,672,107,18074,439,0,47725
